sseqid	slen	sstart	send	qseqid	qlen	qstart	qend	pident	evalue	Sample	cutoff
GCA_000283635.1_ASM28363v1__HE613569.1_Streptococcus_macedonicus_ACA-DC_198_main_chromosome_complete_genome__48444__lantipeptide__ANTISMASH__1336323_1384767-lanC	2787	2127	2138	CP001834.1-424016/2	100	84	95	100	0.34	synthetic_stool_high_S7	minus_five_score
Streptomyces_olivaceus_strain_NRRL_B-3009__JOFH01000021.1_Streptomyces_olivaceus_strain_NRRL_B-3009_contig21.1,_whole_genome_shotgun_sequence__31377__lantipeptide__ANTISMASH__72093_103470-lanC-1	3090	2078	1979	JOFH01000021.1-38828/2	100	1	100	94	4.19e-40	synthetic_stool_high_S7	minus_five_score
Streptomyces_olivaceus_strain_NRRL_B-3009__JOFH01000021.1_Streptomyces_olivaceus_strain_NRRL_B-3009_contig21.1,_whole_genome_shotgun_sequence__31377__lantipeptide__ANTISMASH__72093_103470-lanC-1	3090	2771	2761	JOFH01000021.1-38828/2	100	80	90	100	1.2	synthetic_stool_high_S7	minus_five_score
Salinispora_arenicola_CNB527__AZXI01000044.1_Salinispora_arenicola_CNB527_B033DRAFT_scaffold_38.39_C,_whole_genome_shotgun_sequence__20186__lantipeptide__ANTISMASH__21175_41361-lanC	2952	1713	1726	JOFH01000021.1-38828/2	100	85	98	100	0.026	synthetic_stool_high_S7	minus_five_score
Salinispora_arenicola_CNB527__AZXI01000044.1_Salinispora_arenicola_CNB527_B033DRAFT_scaffold_38.39_C,_whole_genome_shotgun_sequence__20186__lantipeptide__ANTISMASH__21175_41361-lanC	2952	2398	2386	JOFH01000021.1-38828/2	100	38	50	100	0.095	synthetic_stool_high_S7	minus_five_score
Salinispora_arenicola_CNB527__AZXI01000044.1_Salinispora_arenicola_CNB527_B033DRAFT_scaffold_38.39_C,_whole_genome_shotgun_sequence__20186__lantipeptide__ANTISMASH__21175_41361-lanC	2952	2361	2346	JOFH01000021.1-38828/2	100	19	33	93.75	0.34	synthetic_stool_high_S7	minus_five_score
Salinispora_arenicola_CNB527__AZXI01000044.1_Salinispora_arenicola_CNB527_B033DRAFT_scaffold_38.39_C,_whole_genome_shotgun_sequence__20186__lantipeptide__ANTISMASH__21175_41361-lanC	2952	1024	1034	JOFH01000021.1-38828/2	100	12	22	100	1.2	synthetic_stool_high_S7	minus_five_score
Streptomyces_olivaceus_strain_NRRL_B-3009__JOFH01000021.1_Streptomyces_olivaceus_strain_NRRL_B-3009_contig21.1,_whole_genome_shotgun_sequence__31377__lantipeptide__ANTISMASH__72093_103470-lanC-2	2922	2778	2760	JOFH01000021.1-38828/2	100	39	57	89.474	0.095	synthetic_stool_high_S7	minus_five_score
Streptomyces_olivaceus_strain_NRRL_B-3009__JOFH01000021.1_Streptomyces_olivaceus_strain_NRRL_B-3009_contig21.1,_whole_genome_shotgun_sequence__31377__lantipeptide__ANTISMASH__72093_103470-lanC-2	2922	474	487	JOFH01000021.1-38828/2	100	16	29	92.857	1.2	synthetic_stool_high_S7	minus_five_score
Streptomyces_olivaceus_strain_NRRL_B-3009__JOFH01000021.1_Streptomyces_olivaceus_strain_NRRL_B-3009_contig21.1,_whole_genome_shotgun_sequence__31377__lantipeptide__ANTISMASH__72093_103470-lanC-2	2922	2081	2071	JOFH01000021.1-38828/2	100	47	57	100	1.2	synthetic_stool_high_S7	minus_five_score
Salinispora_arenicola_CNB527__AZXI01000001.1_Salinispora_arenicola_CNB527_B033DRAFT_scaffold_0.1_C,_whole_genome_shotgun_sequence__71135__nrps-lantipeptide__ANTISMASH__198442_269577-lanC	3111	1790	1779	JOFH01000021.1-38828/2	100	22	33	100	0.34	synthetic_stool_high_S7	minus_five_score
Salinispora_arenicola_CNB527__AZXI01000001.1_Salinispora_arenicola_CNB527_B033DRAFT_scaffold_0.1_C,_whole_genome_shotgun_sequence__71135__nrps-lantipeptide__ANTISMASH__198442_269577-lanC	3111	3034	3023	JOFH01000021.1-38828/2	100	38	49	100	0.34	synthetic_stool_high_S7	minus_five_score
Salinispora_arenicola_CNB527__AZXI01000001.1_Salinispora_arenicola_CNB527_B033DRAFT_scaffold_0.1_C,_whole_genome_shotgun_sequence__71135__nrps-lantipeptide__ANTISMASH__198442_269577-lanC	3111	1637	1611	JOFH01000021.1-38828/2	100	44	69	81.481	1.2	synthetic_stool_high_S7	minus_five_score
Streptomyces_collinus_Tu_365__gi|529222834|ref|NC_021985.1|_Streptomyces_collinus_Tu_365,_complete_sequence__23069__lantipeptide__ANTISMASH__8074589_8097658-lanC	2163	1611	1601	JOFH01000021.1-38828/2	100	39	49	100	1.2	synthetic_stool_high_S7	minus_five_score
Streptomyces_collinus_Tu_365__gi|529222834|ref|NC_021985.1|_Streptomyces_collinus_Tu_365,_complete_sequence__23069__lantipeptide__ANTISMASH__175266_198335-lanC	3069	2517	2507	JOFH01000021.1-38828/2	100	39	49	100	1.2	synthetic_stool_high_S7	minus_five_score
GCA_000192705.1_ASM19270v1__CP002365.1_Lactococcus_lactis_subsp._lactis_CV56,_complete_genome__26032__lantipeptide__ANTISMASH__594967_620999-lanC	1245	322	223	CP002365.1-117176/2	100	1	100	96	1.93e-43	synthetic_stool_high_S69	minus_five_score
Streptomyces_collinus_Tu_365__gi|529222834|ref|NC_021985.1|_Streptomyces_collinus_Tu_365,_complete_sequence__23069__lantipeptide__ANTISMASH__8074589_8097658-lanC	2163	1463	1453	CP002365.1-117176/2	100	56	66	100	1.2	synthetic_stool_high_S69	minus_five_score
Streptomyces_collinus_Tu_365__gi|529222834|ref|NC_021985.1|_Streptomyces_collinus_Tu_365,_complete_sequence__23069__lantipeptide__ANTISMASH__175266_198335-lanC	3069	2369	2359	CP002365.1-117176/2	100	56	66	100	1.2	synthetic_stool_high_S69	minus_five_score
Salinispora_arenicola_CNB527__AZXI01000068.1_Salinispora_arenicola_CNB527_B033DRAFT_scaffold_61.62_C,_whole_genome_shotgun_sequence__16496__lantipeptide__ANTISMASH__0_16496-lanC	1077	532	522	CP002365.1-117176/2	100	51	61	100	1.2	synthetic_stool_high_S69	minus_five_score
GCA_000742975.1_ASM74297v1__CP008815.1_Enterococcus_faecalis_ATCC_29212_plasmid_1,_complete_sequence__17931__lantipeptide__ANTISMASH__48617_66548-lanC	2982	279	289	CP002365.1-117176/2	100	3	13	100	1.2	synthetic_stool_high_S69	minus_five_score
GCA_000025045.1_ASM2504v1__CP001834.1_Lactococcus_lactis_subsp._lactis_KF147,_complete_genome__21937__lantipeptide__ANTISMASH__1342969_1364906-lanC	834	101	2	CP001834.1-832146/2	100	1	100	98	8.94e-47	synthetic_stool_high_S68	minus_five_score
GCA_000192705.1_ASM19270v1__CP002365.1_Lactococcus_lactis_subsp._lactis_CV56,_complete_genome__26032__lantipeptide__ANTISMASH__594967_620999-lanC	1245	512	413	CP001834.1-832146/2	100	1	100	94	4.19e-40	synthetic_stool_high_S68	minus_five_score
GCA_000283635.1_ASM28363v1__HE613569.1_Streptococcus_macedonicus_ACA-DC_198_main_chromosome_complete_genome__48444__lantipeptide__ANTISMASH__1336323_1384767-lanC	2787	2138	2116	CP001834.1-832146/2	100	28	50	86.957	0.026	synthetic_stool_high_S68	minus_five_score
GCA_000283635.1_ASM28363v1__HE613569.1_Streptococcus_macedonicus_ACA-DC_198_main_chromosome_complete_genome__48444__lantipeptide__ANTISMASH__1336323_1384767-lanC	2787	2410	2420	CP001834.1-832146/2	100	7	17	100	1.2	synthetic_stool_high_S68	minus_five_score
GCA_000283635.1_ASM28363v1__HE613569.1_Streptococcus_macedonicus_ACA-DC_198_main_chromosome_complete_genome__48444__lantipeptide__ANTISMASH__1336323_1384767-lanC	2787	2562	2572	CP001834.1-832146/2	100	42	52	100	1.2	synthetic_stool_high_S68	minus_five_score
Bacillus_endophyticus_DSM_13796__gi|1098135721|emb|FOXX01000007.1|_Bacillus_endophyticus_DSM_13796_genome_assembly,_contig:_Ga0002164_scaffold00007.7,_whole_genome_shotgun_sequence__15762__lantipeptide__ANTISMASH__272216_287978-lanC	3153	2484	2502	CP001834.1-832146/2	100	28	47	90	0.095	synthetic_stool_high_S68	minus_five_score
GCA_000742975.1_ASM74297v1__CP008815.1_Enterococcus_faecalis_ATCC_29212_plasmid_1,_complete_sequence__17931__lantipeptide__ANTISMASH__48617_66548-lanC	2982	1897	1886	CP001834.1-832146/2	100	29	40	100	0.34	synthetic_stool_high_S68	minus_five_score
GCA_000283635.1_ASM28363v1__HE613569.1_Streptococcus_macedonicus_ACA-DC_198_main_chromosome_complete_genome__48444__lantipeptide__ANTISMASH__1336323_1384767-Lan_C_2	2514	1106	1116	CP001834.1-832146/2	100	36	46	100	1.2	synthetic_stool_high_S68	minus_five_score
GCA_000025045.1_ASM2504v1__CP001834.1_Lactococcus_lactis_subsp._lactis_KF147,_complete_genome__21937__lantipeptide__ANTISMASH__1342969_1364906-lanC	834	359	458	CP001834.1-638790/2	100	1	100	96	1.93e-43	synthetic_stool_high_S68	minus_five_score
GCA_000192705.1_ASM19270v1__CP002365.1_Lactococcus_lactis_subsp._lactis_CV56,_complete_genome__26032__lantipeptide__ANTISMASH__594967_620999-lanC	1245	772	869	CP001834.1-638790/2	100	3	100	91.837	1.17e-35	synthetic_stool_high_S68	minus_five_score
GCA_000025045.1_ASM2504v1__CP001834.1_Lactococcus_lactis_subsp._lactis_KF147,_complete_genome__21937__lantipeptide__ANTISMASH__1342969_1364906-lanC	834	91	1	CP001834.1-473572/2	100	1	91	97.802	9e-42	synthetic_stool_high_S68	minus_five_score
GCA_000192705.1_ASM19270v1__CP002365.1_Lactococcus_lactis_subsp._lactis_CV56,_complete_genome__26032__lantipeptide__ANTISMASH__594967_620999-lanC	1245	502	403	CP001834.1-473572/2	100	1	100	94	4.19e-40	synthetic_stool_high_S68	minus_five_score
Bacillus_endophyticus_DSM_13796__gi|1098135721|emb|FOXX01000007.1|_Bacillus_endophyticus_DSM_13796_genome_assembly,_contig:_Ga0002164_scaffold00007.7,_whole_genome_shotgun_sequence__15762__lantipeptide__ANTISMASH__272216_287978-lanC	3153	1293	1282	CP001834.1-473572/2	100	45	56	100	0.34	synthetic_stool_high_S68	minus_five_score
Bacillus_endophyticus_DSM_13796__gi|1098135721|emb|FOXX01000007.1|_Bacillus_endophyticus_DSM_13796_genome_assembly,_contig:_Ga0002164_scaffold00007.7,_whole_genome_shotgun_sequence__15762__lantipeptide__ANTISMASH__272216_287978-lanC	3153	2484	2497	CP001834.1-473572/2	100	18	31	92.857	1.2	synthetic_stool_high_S68	minus_five_score
GCA_000742975.1_ASM74297v1__CP008815.1_Enterococcus_faecalis_ATCC_29212_plasmid_1,_complete_sequence__17931__lantipeptide__ANTISMASH__48617_66548-lanC	2982	1897	1886	CP001834.1-473572/2	100	19	30	100	0.34	synthetic_stool_high_S68	minus_five_score
GCA_000283635.1_ASM28363v1__HE613569.1_Streptococcus_macedonicus_ACA-DC_198_main_chromosome_complete_genome__48444__lantipeptide__ANTISMASH__1336323_1384767-lanC	2787	2138	2127	CP001834.1-473572/2	100	18	29	100	0.34	synthetic_stool_high_S68	minus_five_score
Bacillus_endophyticus_DSM_13796__gi|1098137419|emb|FOXX01000002.1|_Bacillus_endophyticus_DSM_13796_genome_assembly,_contig:_Ga0002164_scaffold00002.2,_whole_genome_shotgun_sequence__13138__lantipeptide__ANTISMASH__0_13138-lanC	2901	2874	2884	CP001834.1-473572/2	100	81	91	100	1.2	synthetic_stool_high_S68	minus_five_score
GCA_000192705.1_ASM19270v1__CP002365.1_Lactococcus_lactis_subsp._lactis_CV56,_complete_genome__26032__lantipeptide__ANTISMASH__594967_620999-lanC	1245	492	393	CP001834.1-453546/2	100	1	100	94	4.19e-40	synthetic_stool_high_S68	minus_five_score
GCA_000192705.1_ASM19270v1__CP002365.1_Lactococcus_lactis_subsp._lactis_CV56,_complete_genome__26032__lantipeptide__ANTISMASH__594967_620999-lanC	1245	211	201	CP001834.1-453546/2	100	40	50	100	1.2	synthetic_stool_high_S68	minus_five_score
GCA_000025045.1_ASM2504v1__CP001834.1_Lactococcus_lactis_subsp._lactis_KF147,_complete_genome__21937__lantipeptide__ANTISMASH__1342969_1364906-lanC	834	81	1	CP001834.1-453546/2	100	1	81	97.531	3.26e-36	synthetic_stool_high_S68	minus_five_score
Bacillus_endophyticus_DSM_13796__gi|1098135721|emb|FOXX01000007.1|_Bacillus_endophyticus_DSM_13796_genome_assembly,_contig:_Ga0002164_scaffold00007.7,_whole_genome_shotgun_sequence__15762__lantipeptide__ANTISMASH__272216_287978-lanC	3153	1293	1282	CP001834.1-453546/2	100	35	46	100	0.34	synthetic_stool_high_S68	minus_five_score
GCA_000742975.1_ASM74297v1__CP008815.1_Enterococcus_faecalis_ATCC_29212_plasmid_1,_complete_sequence__17931__lantipeptide__ANTISMASH__48617_66548-lanC	2982	1897	1886	CP001834.1-453546/2	100	9	20	100	0.34	synthetic_stool_high_S68	minus_five_score
GCA_000283635.1_ASM28363v1__HE613569.1_Streptococcus_macedonicus_ACA-DC_198_main_chromosome_complete_genome__48444__lantipeptide__ANTISMASH__1336323_1384767-lanC	2787	2138	2127	CP001834.1-453546/2	100	8	19	100	0.34	synthetic_stool_high_S68	minus_five_score
GCA_000025045.1_ASM2504v1__CP001834.1_Lactococcus_lactis_subsp._lactis_KF147,_complete_genome__21937__lantipeptide__ANTISMASH__1342969_1364906-lanC	834	1	95	CP001834.1-167938/1	100	6	100	97.895	5.38e-44	synthetic_stool_high_S68	minus_five_score
GCA_000192705.1_ASM19270v1__CP002365.1_Lactococcus_lactis_subsp._lactis_CV56,_complete_genome__26032__lantipeptide__ANTISMASH__594967_620999-lanC	1245	407	506	CP001834.1-167938/1	100	1	100	94	4.19e-40	synthetic_stool_high_S68	minus_five_score
Bacillus_endophyticus_DSM_13796__gi|1098135721|emb|FOXX01000007.1|_Bacillus_endophyticus_DSM_13796_genome_assembly,_contig:_Ga0002164_scaffold00007.7,_whole_genome_shotgun_sequence__15762__lantipeptide__ANTISMASH__272216_287978-lanC	3153	2502	2484	CP001834.1-167938/1	100	60	79	90	0.095	synthetic_stool_high_S68	minus_five_score
Bacillus_endophyticus_DSM_13796__gi|1098135721|emb|FOXX01000007.1|_Bacillus_endophyticus_DSM_13796_genome_assembly,_contig:_Ga0002164_scaffold00007.7,_whole_genome_shotgun_sequence__15762__lantipeptide__ANTISMASH__272216_287978-lanC	3153	1282	1293	CP001834.1-167938/1	100	41	52	100	0.34	synthetic_stool_high_S68	minus_five_score
GCA_000742975.1_ASM74297v1__CP008815.1_Enterococcus_faecalis_ATCC_29212_plasmid_1,_complete_sequence__17931__lantipeptide__ANTISMASH__48617_66548-lanC	2982	1886	1897	CP001834.1-167938/1	100	67	78	100	0.34	synthetic_stool_high_S68	minus_five_score
GCA_000283635.1_ASM28363v1__HE613569.1_Streptococcus_macedonicus_ACA-DC_198_main_chromosome_complete_genome__48444__lantipeptide__ANTISMASH__1336323_1384767-lanC	2787	2127	2138	CP001834.1-167938/1	100	68	79	100	0.34	synthetic_stool_high_S68	minus_five_score
GCA_000283635.1_ASM28363v1__HE613569.1_Streptococcus_macedonicus_ACA-DC_198_main_chromosome_complete_genome__48444__lantipeptide__ANTISMASH__1336323_1384767-lanC	2787	2420	2410	CP001834.1-167938/1	100	90	100	100	1.2	synthetic_stool_high_S68	minus_five_score
GCA_000025045.1_ASM2504v1__CP001834.1_Lactococcus_lactis_subsp._lactis_KF147,_complete_genome__21937__lantipeptide__ANTISMASH__1342969_1364906-lanC	834	90	1	CP001834.1-23786/1	100	1	90	98.889	6.96e-43	synthetic_stool_high_S68	minus_five_score
GCA_000192705.1_ASM19270v1__CP002365.1_Lactococcus_lactis_subsp._lactis_CV56,_complete_genome__26032__lantipeptide__ANTISMASH__594967_620999-lanC	1245	501	402	CP001834.1-23786/1	100	1	100	94	4.19e-40	synthetic_stool_high_S68	minus_five_score
GCA_000742975.1_ASM74297v1__CP008815.1_Enterococcus_faecalis_ATCC_29212_plasmid_1,_complete_sequence__17931__lantipeptide__ANTISMASH__48617_66548-lanC	2982	1897	1886	CP001834.1-23786/1	100	18	29	100	0.34	synthetic_stool_high_S68	minus_five_score
GCA_000283635.1_ASM28363v1__HE613569.1_Streptococcus_macedonicus_ACA-DC_198_main_chromosome_complete_genome__48444__lantipeptide__ANTISMASH__1336323_1384767-lanC	2787	2138	2127	CP001834.1-23786/1	100	17	28	100	0.34	synthetic_stool_high_S68	minus_five_score
Bacillus_endophyticus_DSM_13796__gi|1098135721|emb|FOXX01000007.1|_Bacillus_endophyticus_DSM_13796_genome_assembly,_contig:_Ga0002164_scaffold00007.7,_whole_genome_shotgun_sequence__15762__lantipeptide__ANTISMASH__272216_287978-lanC	3153	2484	2497	CP001834.1-23786/1	100	17	30	92.857	1.2	synthetic_stool_high_S68	minus_five_score
GCA_000192705.1_ASM19270v1__CP002365.1_Lactococcus_lactis_subsp._lactis_CV56,_complete_genome__26032__lantipeptide__ANTISMASH__594967_620999-lanC	1245	985	974	CP000419.1-284332/2	100	41	52	100	0.34	synthetic_stool_high_S67	minus_five_score
GCA_000192705.1_ASM19270v1__CP002365.1_Lactococcus_lactis_subsp._lactis_CV56,_complete_genome__26032__lantipeptide__ANTISMASH__594967_620999-lanC	1245	985	974	CP000419.1-188662/1	100	63	74	100	0.34	synthetic_stool_high_S67	minus_five_score
GCA_000192705.1_ASM19270v1__CP002365.1_Lactococcus_lactis_subsp._lactis_CV56,_complete_genome__26032__lantipeptide__ANTISMASH__594967_620999-lanC	1245	974	985	CP000419.1-88562/2	100	78	89	100	0.34	synthetic_stool_high_S67	minus_five_score
GCA_000192705.1_ASM19270v1__CP002365.1_Lactococcus_lactis_subsp._lactis_CV56,_complete_genome__26032__lantipeptide__ANTISMASH__594967_620999-lanC	1245	974	985	CP000419.1-77636/2	100	49	60	100	0.34	synthetic_stool_high_S67	minus_five_score
GCA_000192705.1_ASM19270v1__CP002365.1_Lactococcus_lactis_subsp._lactis_CV56,_complete_genome__26032__lantipeptide__ANTISMASH__594967_620999-lanC	1245	974	985	CP000419.1-61694/2	100	63	74	100	0.34	synthetic_stool_high_S67	minus_five_score
GCA_000192705.1_ASM19270v1__CP002365.1_Lactococcus_lactis_subsp._lactis_CV56,_complete_genome__26032__lantipeptide__ANTISMASH__594967_620999-lanC	1245	974	985	CP000419.1-7753718/1	100	69	80	100	0.34	synthetic_stool_high_S66	minus_five_score
GCA_000192705.1_ASM19270v1__CP002365.1_Lactococcus_lactis_subsp._lactis_CV56,_complete_genome__26032__lantipeptide__ANTISMASH__594967_620999-lanC	1245	974	985	CP000419.1-7746946/1	100	37	48	100	0.34	synthetic_stool_high_S66	minus_five_score
GCA_000192705.1_ASM19270v1__CP002365.1_Lactococcus_lactis_subsp._lactis_CV56,_complete_genome__26032__lantipeptide__ANTISMASH__594967_620999-lanC	1245	985	974	CP000419.1-7736870/1	100	48	59	100	0.34	synthetic_stool_high_S66	minus_five_score
GCA_000192705.1_ASM19270v1__CP002365.1_Lactococcus_lactis_subsp._lactis_CV56,_complete_genome__26032__lantipeptide__ANTISMASH__594967_620999-lanC	1245	974	985	CP000419.1-7729740/1	100	43	54	100	0.34	synthetic_stool_high_S66	minus_five_score
GCA_000192705.1_ASM19270v1__CP002365.1_Lactococcus_lactis_subsp._lactis_CV56,_complete_genome__26032__lantipeptide__ANTISMASH__594967_620999-lanC	1245	974	985	CP000419.1-7661262/2	100	70	81	100	0.34	synthetic_stool_high_S66	minus_five_score
GCA_000192705.1_ASM19270v1__CP002365.1_Lactococcus_lactis_subsp._lactis_CV56,_complete_genome__26032__lantipeptide__ANTISMASH__594967_620999-lanC	1245	985	974	CP000419.1-7477512/1	100	24	35	100	0.34	synthetic_stool_high_S66	minus_five_score
GCA_000192705.1_ASM19270v1__CP002365.1_Lactococcus_lactis_subsp._lactis_CV56,_complete_genome__26032__lantipeptide__ANTISMASH__594967_620999-lanC	1245	974	985	CP000419.1-7429998/1	100	57	68	100	0.34	synthetic_stool_high_S66	minus_five_score
GCA_000192705.1_ASM19270v1__CP002365.1_Lactococcus_lactis_subsp._lactis_CV56,_complete_genome__26032__lantipeptide__ANTISMASH__594967_620999-lanC	1245	974	985	CP000419.1-7427306/2	100	36	47	100	0.34	synthetic_stool_high_S66	minus_five_score
GCA_000192705.1_ASM19270v1__CP002365.1_Lactococcus_lactis_subsp._lactis_CV56,_complete_genome__26032__lantipeptide__ANTISMASH__594967_620999-lanC	1245	985	974	CP000419.1-7365114/2	100	9	20	100	0.34	synthetic_stool_high_S66	minus_five_score
GCA_000014485.1_ASM1448v1__CP000419.1_Streptococcus_thermophilus_LMD-9,_complete_genome__22160__lantipeptide__ANTISMASH__1771366_1793526-lanC	2160	301	311	CP000419.1-7365114/2	100	90	100	100	1.2	synthetic_stool_high_S66	minus_five_score
GCA_000192705.1_ASM19270v1__CP002365.1_Lactococcus_lactis_subsp._lactis_CV56,_complete_genome__26032__lantipeptide__ANTISMASH__594967_620999-lanC	1245	985	974	CP000419.1-7304676/2	100	21	32	100	0.34	synthetic_stool_high_S66	minus_five_score
GCA_000192705.1_ASM19270v1__CP002365.1_Lactococcus_lactis_subsp._lactis_CV56,_complete_genome__26032__lantipeptide__ANTISMASH__594967_620999-lanC	1245	985	974	CP000419.1-7300268/1	100	55	66	100	0.34	synthetic_stool_high_S66	minus_five_score
GCA_000192705.1_ASM19270v1__CP002365.1_Lactococcus_lactis_subsp._lactis_CV56,_complete_genome__26032__lantipeptide__ANTISMASH__594967_620999-lanC	1245	974	985	CP000419.1-7196282/1	100	51	62	100	0.34	synthetic_stool_high_S66	minus_five_score
GCA_000192705.1_ASM19270v1__CP002365.1_Lactococcus_lactis_subsp._lactis_CV56,_complete_genome__26032__lantipeptide__ANTISMASH__594967_620999-lanC	1245	974	985	CP000419.1-7175500/2	100	69	80	100	0.34	synthetic_stool_high_S66	minus_five_score
GCA_000192705.1_ASM19270v1__CP002365.1_Lactococcus_lactis_subsp._lactis_CV56,_complete_genome__26032__lantipeptide__ANTISMASH__594967_620999-lanC	1245	974	985	CP000419.1-7171500/1	100	32	43	100	0.34	synthetic_stool_high_S66	minus_five_score
GCA_000192705.1_ASM19270v1__CP002365.1_Lactococcus_lactis_subsp._lactis_CV56,_complete_genome__26032__lantipeptide__ANTISMASH__594967_620999-lanC	1245	974	985	CP000419.1-7168860/1	100	47	58	100	0.34	synthetic_stool_high_S66	minus_five_score
GCA_000192705.1_ASM19270v1__CP002365.1_Lactococcus_lactis_subsp._lactis_CV56,_complete_genome__26032__lantipeptide__ANTISMASH__594967_620999-lanC	1245	974	985	CP000419.1-7164240/1	100	59	70	100	0.34	synthetic_stool_high_S66	minus_five_score
GCA_000192705.1_ASM19270v1__CP002365.1_Lactococcus_lactis_subsp._lactis_CV56,_complete_genome__26032__lantipeptide__ANTISMASH__594967_620999-lanC	1245	985	974	CP000419.1-7157136/1	100	45	56	100	0.34	synthetic_stool_high_S66	minus_five_score
GCA_000192705.1_ASM19270v1__CP002365.1_Lactococcus_lactis_subsp._lactis_CV56,_complete_genome__26032__lantipeptide__ANTISMASH__594967_620999-lanC	1245	974	985	CP000419.1-7114176/2	100	45	56	100	0.34	synthetic_stool_high_S66	minus_five_score
GCA_000192705.1_ASM19270v1__CP002365.1_Lactococcus_lactis_subsp._lactis_CV56,_complete_genome__26032__lantipeptide__ANTISMASH__594967_620999-lanC	1245	974	985	CP000419.1-7091654/1	100	75	86	100	0.34	synthetic_stool_high_S66	minus_five_score
GCA_000192705.1_ASM19270v1__CP002365.1_Lactococcus_lactis_subsp._lactis_CV56,_complete_genome__26032__lantipeptide__ANTISMASH__594967_620999-lanC	1245	985	974	CP000419.1-7076810/2	100	36	47	100	0.34	synthetic_stool_high_S66	minus_five_score
GCA_000192705.1_ASM19270v1__CP002365.1_Lactococcus_lactis_subsp._lactis_CV56,_complete_genome__26032__lantipeptide__ANTISMASH__594967_620999-lanC	1245	985	974	CP000419.1-7074058/1	100	15	26	100	0.34	synthetic_stool_high_S66	minus_five_score
GCA_000192705.1_ASM19270v1__CP002365.1_Lactococcus_lactis_subsp._lactis_CV56,_complete_genome__26032__lantipeptide__ANTISMASH__594967_620999-lanC	1245	985	974	CP000419.1-7019694/2	100	53	64	100	0.34	synthetic_stool_high_S66	minus_five_score
GCA_000192705.1_ASM19270v1__CP002365.1_Lactococcus_lactis_subsp._lactis_CV56,_complete_genome__26032__lantipeptide__ANTISMASH__594967_620999-lanC	1245	974	985	CP000419.1-6960998/2	100	27	38	100	0.34	synthetic_stool_high_S66	minus_five_score
GCA_000192705.1_ASM19270v1__CP002365.1_Lactococcus_lactis_subsp._lactis_CV56,_complete_genome__26032__lantipeptide__ANTISMASH__594967_620999-lanC	1245	985	974	CP000419.1-6929320/2	100	16	27	100	0.34	synthetic_stool_high_S66	minus_five_score
GCA_000192705.1_ASM19270v1__CP002365.1_Lactococcus_lactis_subsp._lactis_CV56,_complete_genome__26032__lantipeptide__ANTISMASH__594967_620999-lanC	1245	985	974	CP000419.1-6921348/1	100	13	24	100	0.34	synthetic_stool_high_S66	minus_five_score
GCA_000192705.1_ASM19270v1__CP002365.1_Lactococcus_lactis_subsp._lactis_CV56,_complete_genome__26032__lantipeptide__ANTISMASH__594967_620999-lanC	1245	985	974	CP000419.1-6868338/1	100	34	45	100	0.34	synthetic_stool_high_S66	minus_five_score
GCA_000192705.1_ASM19270v1__CP002365.1_Lactococcus_lactis_subsp._lactis_CV56,_complete_genome__26032__lantipeptide__ANTISMASH__594967_620999-lanC	1245	985	974	CP000419.1-6867072/1	100	39	50	100	0.34	synthetic_stool_high_S66	minus_five_score
GCA_000192705.1_ASM19270v1__CP002365.1_Lactococcus_lactis_subsp._lactis_CV56,_complete_genome__26032__lantipeptide__ANTISMASH__594967_620999-lanC	1245	974	985	CP000419.1-6584724/1	100	30	41	100	0.34	synthetic_stool_high_S66	minus_five_score
GCA_000192705.1_ASM19270v1__CP002365.1_Lactococcus_lactis_subsp._lactis_CV56,_complete_genome__26032__lantipeptide__ANTISMASH__594967_620999-lanC	1245	974	985	CP000419.1-6536494/2	100	33	44	100	0.34	synthetic_stool_high_S66	minus_five_score
GCA_000192705.1_ASM19270v1__CP002365.1_Lactococcus_lactis_subsp._lactis_CV56,_complete_genome__26032__lantipeptide__ANTISMASH__594967_620999-lanC	1245	985	974	CP000419.1-6510518/1	100	17	28	100	0.34	synthetic_stool_high_S66	minus_five_score
GCA_000192705.1_ASM19270v1__CP002365.1_Lactococcus_lactis_subsp._lactis_CV56,_complete_genome__26032__lantipeptide__ANTISMASH__594967_620999-lanC	1245	974	985	CP000419.1-6460828/2	100	55	66	100	0.34	synthetic_stool_high_S66	minus_five_score
GCA_000192705.1_ASM19270v1__CP002365.1_Lactococcus_lactis_subsp._lactis_CV56,_complete_genome__26032__lantipeptide__ANTISMASH__594967_620999-lanC	1245	974	985	CP000419.1-6434708/2	100	35	46	100	0.34	synthetic_stool_high_S66	minus_five_score
GCA_000192705.1_ASM19270v1__CP002365.1_Lactococcus_lactis_subsp._lactis_CV56,_complete_genome__26032__lantipeptide__ANTISMASH__594967_620999-lanC	1245	985	974	CP000419.1-6413968/1	100	54	65	100	0.34	synthetic_stool_high_S66	minus_five_score
GCA_000192705.1_ASM19270v1__CP002365.1_Lactococcus_lactis_subsp._lactis_CV56,_complete_genome__26032__lantipeptide__ANTISMASH__594967_620999-lanC	1245	985	974	CP000419.1-6401004/1	100	20	31	100	0.34	synthetic_stool_high_S66	minus_five_score
GCA_000192705.1_ASM19270v1__CP002365.1_Lactococcus_lactis_subsp._lactis_CV56,_complete_genome__26032__lantipeptide__ANTISMASH__594967_620999-lanC	1245	985	974	CP000419.1-6343992/1	100	29	40	100	0.34	synthetic_stool_high_S66	minus_five_score
