Sample	readID	stitle	readCheck
synthetic_stool_high_S33	CP000962.1-93180/1	alanine--glyoxylate aminotransferase family protein [Clostridium botulinum]	FP
synthetic_stool_high_S14	CP000962.1-8351348/2	alanine--glyoxylate aminotransferase family protein [Clostridium botulinum]	FP
synthetic_stool_high_S14	CP000962.1-7226806/2	alanine--glyoxylate aminotransferase family protein [Clostridium botulinum]	FP
synthetic_stool_high_S14	CP000962.1-6573010/1	alanine--glyoxylate aminotransferase family protein [Clostridium botulinum]	FP
synthetic_stool_high_S14	CP000962.1-5078622/2	alanine--glyoxylate aminotransferase family protein [Clostridium botulinum]	FP
synthetic_stool_high_S14	CP000962.1-2133676/1	alanine--glyoxylate aminotransferase family protein [Clostridium botulinum]	FP
synthetic_stool_high_S14	CP000962.1-385508/2	alanine--glyoxylate aminotransferase family protein [Clostridium botulinum]	FP
synthetic_stool_low_S11	CP000962.1-361596/1	alanine--glyoxylate aminotransferase family protein [Clostridium botulinum]	FP
synthetic_stool_high_S63	CP000962.1-2954096/2	alanine--glyoxylate aminotransferase family protein [Clostridium botulinum]	FP
synthetic_stool_high_S63	CP000962.1-1759030/2	alanine--glyoxylate aminotransferase family protein [Clostridium botulinum]	FP
synthetic_stool_high_S63	CP000962.1-1385798/1	alanine--glyoxylate aminotransferase family protein [Clostridium botulinum]	FP
synthetic_stool_high_S63	CP000962.1-952156/1	alanine--glyoxylate aminotransferase family protein [Clostridium botulinum]	FP
synthetic_stool_high_S63	CP000962.1-275940/2	alanine--glyoxylate aminotransferase family protein [Clostridium botulinum]	FP
synthetic_stool_high_S68	CP000962.1-986128/2	alanine--glyoxylate aminotransferase family protein [Clostridium botulinum]	FP
synthetic_stool_high_S68	CP000962.1-738870/1	alanine--glyoxylate aminotransferase family protein [Clostridium botulinum]	FP
synthetic_stool_high_S25	CP000962.1-1167462/1	alanine--glyoxylate aminotransferase family protein [Clostridium botulinum]	FP
synthetic_stool_high_S51	CP000962.1-36478/2	alanine--glyoxylate aminotransferase family protein [Clostridium botulinum]	FP
synthetic_stool_low_S1	CP000962.1-11213152/1	alanine--glyoxylate aminotransferase family protein [Clostridium botulinum]	FP
synthetic_stool_low_S1	CP000962.1-5632754/2	alanine--glyoxylate aminotransferase family protein [Clostridium botulinum]	FP
synthetic_stool_low_S1	CP000962.1-3940840/1	alanine--glyoxylate aminotransferase family protein [Clostridium botulinum]	FP
synthetic_stool_low_S1	CP000962.1-3511778/1	alanine--glyoxylate aminotransferase family protein [Clostridium botulinum]	FP
synthetic_stool_low_S1	CP000962.1-888960/2	alanine--glyoxylate aminotransferase family protein [Clostridium botulinum]	FP
synthetic_stool_high_S40	CP000962.1-1064372/2	alanine--glyoxylate aminotransferase family protein [Clostridium botulinum]	FP
synthetic_stool_high_S40	CP000962.1-376056/2	alanine--glyoxylate aminotransferase family protein [Clostridium botulinum]	FP
synthetic_stool_low_S34	CP006908.1-5543684/2	alanine--glyoxylate aminotransferase family protein [Clostridium botulinum]	FP
synthetic_stool_high_S49	CP000962.1-709542/2	alanine--glyoxylate aminotransferase family protein [Clostridium botulinum]	FP
synthetic_stool_high_S49	CP000962.1-595686/1	alanine--glyoxylate aminotransferase family protein [Clostridium botulinum]	FP
synthetic_stool_high_S23	CP000962.1-705076/1	alanine--glyoxylate aminotransferase family protein [Clostridium botulinum]	FP
synthetic_stool_high_S31	CP000962.1-221224/2	alanine--glyoxylate aminotransferase family protein [Clostridium botulinum]	FP
synthetic_stool_high_S28	CP000962.1-1702302/2	alanine--glyoxylate aminotransferase family protein [Clostridium botulinum]	FP
synthetic_stool_high_S28	CP000962.1-914866/2	alanine--glyoxylate aminotransferase family protein [Clostridium botulinum]	FP
synthetic_stool_high_S67	CP000962.1-867484/2	alanine--glyoxylate aminotransferase family protein [Clostridium botulinum]	FP
synthetic_stool_high_S41	CP000962.1-1376476/2	alanine--glyoxylate aminotransferase family protein [Clostridium botulinum]	FP
synthetic_stool_high_S20	CP000962.1-39840/2	alanine--glyoxylate aminotransferase family protein [Clostridium botulinum]	FP
synthetic_stool_low_S21	CP000962.1-43515762/2	alanine--glyoxylate aminotransferase family protein [Clostridium botulinum]	FP
synthetic_stool_low_S21	CP000962.1-42735650/1	alanine--glyoxylate aminotransferase family protein [Clostridium botulinum]	FP
synthetic_stool_low_S21	CP000962.1-40980342/1	alanine--glyoxylate aminotransferase family protein [Clostridium botulinum]	FP
synthetic_stool_low_S21	CP000962.1-36732866/1	alanine--glyoxylate aminotransferase family protein [Clostridium botulinum]	FP
synthetic_stool_low_S21	CP000962.1-36544452/1	alanine--glyoxylate aminotransferase family protein [Clostridium botulinum]	FP
synthetic_stool_low_S21	CP000962.1-28804506/2	alanine--glyoxylate aminotransferase family protein [Clostridium botulinum]	FP
synthetic_stool_low_S21	CP000962.1-27693028/1	alanine--glyoxylate aminotransferase family protein [Clostridium botulinum]	FP
synthetic_stool_low_S21	CP000962.1-25777030/1	alanine--glyoxylate aminotransferase family protein [Clostridium botulinum]	FP
synthetic_stool_low_S21	CP000962.1-24543026/1	alanine--glyoxylate aminotransferase family protein [Clostridium botulinum]	FP
synthetic_stool_low_S21	CP000962.1-22511504/1	alanine--glyoxylate aminotransferase family protein [Clostridium botulinum]	FP
synthetic_stool_low_S21	CP000962.1-22467240/2	alanine--glyoxylate aminotransferase family protein [Clostridium botulinum]	FP
synthetic_stool_low_S21	CP000962.1-18785140/1	alanine--glyoxylate aminotransferase family protein [Clostridium botulinum]	FP
synthetic_stool_low_S21	CP000962.1-16048394/1	alanine--glyoxylate aminotransferase family protein [Clostridium botulinum]	FP
synthetic_stool_low_S21	CP000962.1-14424348/2	alanine--glyoxylate aminotransferase family protein [Clostridium botulinum]	FP
synthetic_stool_low_S21	CP000962.1-13364698/2	alanine--glyoxylate aminotransferase family protein [Clostridium botulinum]	FP
synthetic_stool_low_S21	CP000962.1-10176532/2	alanine--glyoxylate aminotransferase family protein [Clostridium botulinum]	FP
synthetic_stool_low_S21	CP000962.1-9349058/2	alanine--glyoxylate aminotransferase family protein [Clostridium botulinum]	FP
synthetic_stool_low_S21	CP000962.1-3771040/2	alanine--glyoxylate aminotransferase family protein [Clostridium botulinum]	FP
synthetic_stool_high_S33	CP011998.1-60850/1	siderophore biosynthesis protein, partial [Ralstonia solanacearum]	TP
synthetic_stool_high_S46	CP011998.1-5269712/2	siderophore biosynthesis protein, partial [Ralstonia solanacearum]	TP
synthetic_stool_high_S46	CP011998.1-4224324/1	siderophore biosynthesis protein, partial [Ralstonia solanacearum]	TP
synthetic_stool_high_S46	CP011998.1-3751204/1	siderophore biosynthesis protein, partial [Ralstonia solanacearum]	TP
synthetic_stool_high_S46	CP011998.1-3504946/2	siderophore biosynthesis protein, partial [Ralstonia solanacearum]	TP
synthetic_stool_high_S46	CP011998.1-2868364/2	siderophore biosynthesis protein, partial [Ralstonia solanacearum]	TP
synthetic_stool_high_S46	CP011998.1-2258440/2	siderophore biosynthesis protein, partial [Ralstonia solanacearum]	TP
synthetic_stool_high_S46	CP011998.1-2163596/1	siderophore biosynthesis protein, partial [Ralstonia solanacearum]	TP
synthetic_stool_high_S46	CP011998.1-1886492/1	siderophore biosynthesis protein, partial [Ralstonia solanacearum]	TP
synthetic_stool_high_S46	CP011998.1-1825586/1	siderophore biosynthesis protein, partial [Ralstonia solanacearum]	TP
synthetic_stool_high_S46	CP011998.1-1806438/1	siderophore biosynthesis protein, partial [Ralstonia solanacearum]	TP
synthetic_stool_high_S46	CP011998.1-1238108/2	siderophore biosynthesis protein, partial [Ralstonia solanacearum]	TP
synthetic_stool_high_S69	CP011998.1-2670580/1	siderophore biosynthesis protein, partial [Ralstonia solanacearum]	TP
synthetic_stool_high_S69	CP011998.1-2637684/1	siderophore biosynthesis protein, partial [Ralstonia solanacearum]	TP
synthetic_stool_high_S69	CP011998.1-2084062/1	siderophore biosynthesis protein, partial [Ralstonia solanacearum]	TP
synthetic_stool_high_S69	CP011998.1-1497788/1	siderophore biosynthesis protein, partial [Ralstonia solanacearum]	TP
synthetic_stool_high_S69	CP011998.1-439958/1	siderophore biosynthesis protein, partial [Ralstonia solanacearum]	TP
synthetic_stool_low_S28	CP011998.1-7816104/2	siderophore biosynthesis protein, partial [Ralstonia solanacearum]	TP
synthetic_stool_low_S28	CP011998.1-7580198/2	siderophore biosynthesis protein, partial [Ralstonia solanacearum]	TP
synthetic_stool_low_S28	CP011998.1-7501654/1	siderophore biosynthesis protein, partial [Ralstonia solanacearum]	TP
synthetic_stool_low_S28	CP011998.1-6171936/1	siderophore biosynthesis protein, partial [Ralstonia solanacearum]	TP
synthetic_stool_low_S28	CP011998.1-5493676/1	siderophore biosynthesis protein, partial [Ralstonia solanacearum]	TP
synthetic_stool_low_S28	CP011998.1-5387784/2	siderophore biosynthesis protein, partial [Ralstonia solanacearum]	TP
synthetic_stool_low_S28	CP011998.1-5303944/1	siderophore biosynthesis protein, partial [Ralstonia solanacearum]	TP
synthetic_stool_low_S28	CP011998.1-4661146/2	siderophore biosynthesis protein, partial [Ralstonia solanacearum]	TP
synthetic_stool_low_S28	CP011998.1-3993130/2	siderophore biosynthesis protein, partial [Ralstonia solanacearum]	TP
synthetic_stool_low_S28	CP011998.1-3426952/1	siderophore biosynthesis protein, partial [Ralstonia solanacearum]	TP
synthetic_stool_low_S28	CP011998.1-3288126/1	siderophore biosynthesis protein, partial [Ralstonia solanacearum]	TP
synthetic_stool_low_S28	CP011998.1-3143958/2	siderophore biosynthesis protein, partial [Ralstonia solanacearum]	TP
synthetic_stool_low_S28	CP011998.1-2915920/1	siderophore biosynthesis protein, partial [Ralstonia solanacearum]	TP
synthetic_stool_low_S28	CP011998.1-2454876/2	siderophore biosynthesis protein, partial [Ralstonia solanacearum]	TP
synthetic_stool_low_S28	CP011998.1-2315418/2	siderophore biosynthesis protein, partial [Ralstonia solanacearum]	TP
synthetic_stool_low_S28	CP011998.1-2310542/1	siderophore biosynthesis protein, partial [Ralstonia solanacearum]	TP
synthetic_stool_low_S28	CP011998.1-1850176/1	siderophore biosynthesis protein, partial [Ralstonia solanacearum]	TP
synthetic_stool_low_S28	CP011998.1-428510/1	siderophore biosynthesis protein, partial [Ralstonia solanacearum]	TP
synthetic_stool_low_S28	CP011998.1-232748/1	siderophore biosynthesis protein, partial [Ralstonia solanacearum]	TP
synthetic_stool_low_S57	CP011998.1-23060/1	siderophore biosynthesis protein, partial [Ralstonia solanacearum]	TP
synthetic_stool_low_S57	CP011998.1-106/2	siderophore biosynthesis protein, partial [Ralstonia solanacearum]	TP
synthetic_stool_high_S8	CP011998.1-625352/2	siderophore biosynthesis protein, partial [Ralstonia solanacearum]	TP
synthetic_stool_high_S60	CP011998.1-126464/2	siderophore biosynthesis protein, partial [Ralstonia solanacearum]	TP
synthetic_stool_high_S51	CP011998.1-143126/2	siderophore biosynthesis protein, partial [Ralstonia solanacearum]	TP
synthetic_stool_high_S51	CP011998.1-83852/1	siderophore biosynthesis protein, partial [Ralstonia solanacearum]	TP
synthetic_stool_high_S61	CP011998.1-548004/1	siderophore biosynthesis protein, partial [Ralstonia solanacearum]	TP
synthetic_stool_high_S61	CP011998.1-442806/1	siderophore biosynthesis protein, partial [Ralstonia solanacearum]	TP
synthetic_stool_high_S61	CP011998.1-373952/1	siderophore biosynthesis protein, partial [Ralstonia solanacearum]	TP
synthetic_stool_high_S61	CP011998.1-183820/2	siderophore biosynthesis protein, partial [Ralstonia solanacearum]	TP
synthetic_stool_high_S40	CP011998.1-219644/2	siderophore biosynthesis protein, partial [Ralstonia solanacearum]	TP
synthetic_stool_high_S40	CP011998.1-87466/2	siderophore biosynthesis protein, partial [Ralstonia solanacearum]	TP
synthetic_stool_low_S34	CP011998.1-1965100/2	siderophore biosynthesis protein, partial [Ralstonia solanacearum]	TP
synthetic_stool_low_S34	CP011998.1-1524230/1	siderophore biosynthesis protein, partial [Ralstonia solanacearum]	TP
synthetic_stool_low_S34	CP011998.1-1482444/1	siderophore biosynthesis protein, partial [Ralstonia solanacearum]	TP
synthetic_stool_low_S34	CP011998.1-1100264/1	siderophore biosynthesis protein, partial [Ralstonia solanacearum]	TP
synthetic_stool_low_S34	CP011998.1-937534/2	siderophore biosynthesis protein, partial [Ralstonia solanacearum]	TP
synthetic_stool_low_S34	CP011998.1-509590/2	siderophore biosynthesis protein, partial [Ralstonia solanacearum]	TP
synthetic_stool_low_S34	CP011998.1-259544/2	siderophore biosynthesis protein, partial [Ralstonia solanacearum]	TP
synthetic_stool_high_S49	CP011998.1-33278/1	siderophore biosynthesis protein, partial [Ralstonia solanacearum]	TP
synthetic_stool_high_S0	CP011998.1-3920/1	siderophore biosynthesis protein, partial [Ralstonia solanacearum]	TP
synthetic_stool_low_S36	CP011998.1-537804/1	siderophore biosynthesis protein, partial [Ralstonia solanacearum]	TP
synthetic_stool_low_S36	CP011998.1-344374/1	siderophore biosynthesis protein, partial [Ralstonia solanacearum]	TP
synthetic_stool_low_S36	CP011998.1-147604/2	siderophore biosynthesis protein, partial [Ralstonia solanacearum]	TP
synthetic_stool_low_S63	CP011998.1-28782/2	siderophore biosynthesis protein, partial [Ralstonia solanacearum]	TP
synthetic_stool_high_S18	CP011998.1-303082/2	siderophore biosynthesis protein, partial [Ralstonia solanacearum]	TP
synthetic_stool_low_S51	CP011998.1-1234168/1	siderophore biosynthesis protein, partial [Ralstonia solanacearum]	TP
synthetic_stool_high_S10	CP011998.1-568090/2	siderophore biosynthesis protein, partial [Ralstonia solanacearum]	TP
synthetic_stool_high_S10	CP011998.1-561118/2	siderophore biosynthesis protein, partial [Ralstonia solanacearum]	TP
synthetic_stool_high_S33	CP000436.1-56548378/2	iron-sulfur cluster carrier protein ApbC [Histophilus somni]	FP
synthetic_stool_high_S33	CP000436.1-22634892/2	iron-sulfur cluster carrier protein ApbC [Histophilus somni]	FP
synthetic_stool_high_S33	CP000436.1-9957746/1	iron-sulfur cluster carrier protein ApbC [Histophilus somni]	FP
synthetic_stool_high_S38	CP000436.1-23850564/2	iron-sulfur cluster carrier protein ApbC [Histophilus somni]	FP
synthetic_stool_high_S33	CP000436.1-55634658/1	iron-sulfur cluster carrier protein ApbC [Histophilus somni]	FP
synthetic_stool_high_S33	CP000436.1-53332534/2	hypothetical protein [Histophilus somni]	FP
synthetic_stool_high_S38	CP000436.1-39939340/1	hypothetical protein [Histophilus somni]	FP
synthetic_stool_high_S33	CP000436.1-48963520/2	hypothetical protein [Haemophilus haemoglobinophilus]	FP
synthetic_stool_high_S33	CP000436.1-19855528/2	hypothetical protein [Haemophilus haemoglobinophilus]	FP
synthetic_stool_high_S38	CP000436.1-41121886/2	hypothetical protein [Haemophilus haemoglobinophilus]	FP
synthetic_stool_high_S33	CP000436.1-17690122/2	hypothetical protein [Haemophilus haemoglobinophilus]	FP
synthetic_stool_high_S33	CP000436.1-9282556/1	hypothetical protein [Haemophilus haemoglobinophilus]	FP
synthetic_stool_high_S38	CP000436.1-32579278/2	hypothetical protein [Haemophilus haemoglobinophilus]	FP
synthetic_stool_high_S33	CP000436.1-9691640/2	hypothetical protein [Histophilus somni]	FP
synthetic_stool_high_S28	CP000436.1-200764/1	hypothetical protein [Histophilus somni]	FP
synthetic_stool_high_S37	CP000436.1-6739648/1	hypothetical protein [Histophilus somni]	FP
synthetic_stool_low_S25	CP000436.1-1925776/1	hypothetical protein [Histophilus somni]	FP
synthetic_stool_high_S14	CP006903.1-6744/1	argininosuccinate synthase [Clostridium botulinum]	FP
synthetic_stool_high_S11	FR745875.1-1269920/1	argininosuccinate synthase [Clostridium botulinum]	FP
synthetic_stool_high_S11	FR745875.1-370908/1	argininosuccinate synthase [Clostridium botulinum]	FP
synthetic_stool_low_S32	CP006903.1-8371170/1	argininosuccinate synthase [Clostridium botulinum]	FP
synthetic_stool_low_S32	CP006903.1-7663934/1	argininosuccinate synthase [Clostridium botulinum]	FP
synthetic_stool_low_S32	CP006903.1-3628456/1	argininosuccinate synthase [Clostridium botulinum]	FP
synthetic_stool_high_S46	FR745875.1-4038198/1	argininosuccinate synthase [Clostridium botulinum]	FP
synthetic_stool_high_S46	FR745875.1-3996820/1	argininosuccinate synthase [Clostridium botulinum]	FP
synthetic_stool_high_S46	FR745875.1-3786862/2	argininosuccinate synthase [Clostridium botulinum]	FP
synthetic_stool_high_S46	CP006903.1-2327662/1	argininosuccinate synthase [Clostridium botulinum]	FP
synthetic_stool_high_S46	CP006903.1-1121826/1	argininosuccinate synthase [Clostridium botulinum]	FP
synthetic_stool_high_S69	CP006903.1-122436/1	argininosuccinate synthase [Clostridium botulinum]	FP
synthetic_stool_high_S63	CP006903.1-149832/1	argininosuccinate synthase [Clostridium botulinum]	FP
synthetic_stool_low_S28	FR745875.1-4719690/1	argininosuccinate synthase [Clostridium botulinum]	FP
synthetic_stool_high_S45	FR745875.1-1193730/1	argininosuccinate synthase [Clostridium botulinum]	FP
synthetic_stool_high_S45	FR745875.1-980658/1	argininosuccinate synthase [Clostridium botulinum]	FP
synthetic_stool_low_S57	FR745875.1-1906478/2	argininosuccinate synthase [Clostridium botulinum]	FP
synthetic_stool_low_S57	FR745875.1-1210614/2	argininosuccinate synthase [Clostridium botulinum]	FP
synthetic_stool_low_S57	FR745875.1-102364/1	argininosuccinate synthase [Clostridium botulinum]	FP
synthetic_stool_low_S46	CP006903.1-73094220/2	argininosuccinate synthase [Clostridium botulinum]	FP
synthetic_stool_low_S46	CP006903.1-72927618/2	argininosuccinate synthase [Clostridium botulinum]	FP
synthetic_stool_low_S46	CP006903.1-70559476/1	argininosuccinate synthase [Clostridium botulinum]	FP
synthetic_stool_low_S46	CP006903.1-66591414/1	argininosuccinate synthase [Clostridium botulinum]	FP
synthetic_stool_low_S46	CP006903.1-66180464/1	argininosuccinate synthase [Clostridium botulinum]	FP
synthetic_stool_low_S46	CP006903.1-66006182/2	argininosuccinate synthase [Clostridium botulinum]	FP
synthetic_stool_low_S46	CP006903.1-64184880/1	argininosuccinate synthase [Clostridium botulinum]	FP
synthetic_stool_low_S46	CP006903.1-61343538/1	argininosuccinate synthase [Clostridium botulinum]	FP
synthetic_stool_low_S46	CP006903.1-60536434/1	argininosuccinate synthase [Clostridium botulinum]	FP
synthetic_stool_low_S46	CP006903.1-59859314/2	argininosuccinate synthase [Clostridium botulinum]	FP
synthetic_stool_low_S46	CP006903.1-59598570/1	argininosuccinate synthase [Clostridium botulinum]	FP
synthetic_stool_low_S46	CP006903.1-56850256/1	argininosuccinate synthase [Clostridium botulinum]	FP
synthetic_stool_low_S46	CP006903.1-56362482/1	argininosuccinate synthase [Clostridium botulinum]	FP
synthetic_stool_low_S46	CP006903.1-52595238/1	argininosuccinate synthase [Clostridium botulinum]	FP
synthetic_stool_low_S46	CP006903.1-46592708/1	argininosuccinate synthase [Clostridium botulinum]	FP
synthetic_stool_low_S46	CP006903.1-46186460/1	argininosuccinate synthase [Clostridium botulinum]	FP
synthetic_stool_low_S46	CP006903.1-42523608/1	argininosuccinate synthase [Clostridium botulinum]	FP
synthetic_stool_low_S46	CP006903.1-41773210/2	argininosuccinate synthase [Clostridium botulinum]	FP
synthetic_stool_low_S46	CP006903.1-41347238/2	argininosuccinate synthase [Clostridium botulinum]	FP
synthetic_stool_low_S46	CP006903.1-40486220/2	argininosuccinate synthase [Clostridium botulinum]	FP
synthetic_stool_low_S46	CP006903.1-39913228/1	argininosuccinate synthase [Clostridium botulinum]	FP
synthetic_stool_low_S46	CP006903.1-39529190/1	argininosuccinate synthase [Clostridium botulinum]	FP
synthetic_stool_low_S46	CP006903.1-37231570/1	argininosuccinate synthase [Clostridium botulinum]	FP
synthetic_stool_low_S46	CP006903.1-36345552/1	argininosuccinate synthase [Clostridium botulinum]	FP
synthetic_stool_low_S46	CP006903.1-36271864/1	argininosuccinate synthase [Clostridium botulinum]	FP
synthetic_stool_low_S46	CP006903.1-35727536/1	argininosuccinate synthase [Clostridium botulinum]	FP
synthetic_stool_low_S46	CP006903.1-35171146/2	argininosuccinate synthase [Clostridium botulinum]	FP
synthetic_stool_low_S46	CP006903.1-34371814/2	argininosuccinate synthase [Clostridium botulinum]	FP
synthetic_stool_low_S46	CP006903.1-34081448/1	argininosuccinate synthase [Clostridium botulinum]	FP
synthetic_stool_low_S46	CP006903.1-33799228/1	argininosuccinate synthase [Clostridium botulinum]	FP
synthetic_stool_low_S46	CP006903.1-33568628/2	argininosuccinate synthase [Clostridium botulinum]	FP
synthetic_stool_low_S46	CP006903.1-31940410/1	argininosuccinate synthase [Clostridium botulinum]	FP
synthetic_stool_low_S46	CP006903.1-30496370/1	argininosuccinate synthase [Clostridium botulinum]	FP
synthetic_stool_low_S46	CP006903.1-30351176/1	argininosuccinate synthase [Clostridium botulinum]	FP
synthetic_stool_low_S46	CP006903.1-28932414/2	argininosuccinate synthase [Clostridium botulinum]	FP
synthetic_stool_low_S46	CP006903.1-26425794/1	argininosuccinate synthase [Clostridium botulinum]	FP
synthetic_stool_low_S46	CP006903.1-23888370/2	argininosuccinate synthase [Clostridium botulinum]	FP
synthetic_stool_low_S46	CP006903.1-21191964/1	argininosuccinate synthase [Clostridium botulinum]	FP
synthetic_stool_low_S46	CP006903.1-19787474/1	argininosuccinate synthase [Clostridium botulinum]	FP
synthetic_stool_low_S46	CP006903.1-17254370/2	argininosuccinate synthase [Clostridium botulinum]	FP
synthetic_stool_low_S46	CP006903.1-16533494/1	argininosuccinate synthase [Clostridium botulinum]	FP
synthetic_stool_low_S46	CP006903.1-16458030/1	argininosuccinate synthase [Clostridium botulinum]	FP
synthetic_stool_low_S46	CP006903.1-15502156/1	argininosuccinate synthase [Clostridium botulinum]	FP
synthetic_stool_low_S46	CP006903.1-12919892/1	argininosuccinate synthase [Clostridium botulinum]	FP
synthetic_stool_low_S46	CP006903.1-11026946/1	argininosuccinate synthase [Clostridium botulinum]	FP
synthetic_stool_low_S46	CP006903.1-9054706/1	argininosuccinate synthase [Clostridium botulinum]	FP
synthetic_stool_low_S46	CP006903.1-8931724/1	argininosuccinate synthase [Clostridium botulinum]	FP
synthetic_stool_low_S46	CP006903.1-8599636/2	argininosuccinate synthase [Clostridium botulinum]	FP
synthetic_stool_low_S46	CP006903.1-8200318/2	argininosuccinate synthase [Clostridium botulinum]	FP
synthetic_stool_low_S46	CP006903.1-5953552/1	argininosuccinate synthase [Clostridium botulinum]	FP
synthetic_stool_high_S58	FR745875.1-1941720/2	argininosuccinate synthase [Clostridium botulinum]	FP
synthetic_stool_high_S58	FR745875.1-656092/1	argininosuccinate synthase [Clostridium botulinum]	FP
synthetic_stool_high_S8	CP006903.1-782952/1	argininosuccinate synthase [Clostridium botulinum]	FP
synthetic_stool_high_S8	CP006903.1-529564/1	argininosuccinate synthase [Clostridium botulinum]	FP
synthetic_stool_high_S8	FR745875.1-1785578/1	argininosuccinate synthase [Clostridium botulinum]	FP
synthetic_stool_high_S35	CP006903.1-49500/2	argininosuccinate synthase [Clostridium botulinum]	FP
synthetic_stool_low_S39	CP006903.1-14861562/1	argininosuccinate synthase [Clostridium botulinum]	FP
synthetic_stool_low_S39	CP006903.1-13214708/2	argininosuccinate synthase [Clostridium botulinum]	FP
synthetic_stool_low_S39	CP006903.1-12772280/1	argininosuccinate synthase [Clostridium botulinum]	FP
synthetic_stool_low_S39	CP006903.1-10729716/2	argininosuccinate synthase [Clostridium botulinum]	FP
synthetic_stool_low_S39	CP006903.1-9668936/1	argininosuccinate synthase [Clostridium botulinum]	FP
synthetic_stool_low_S39	CP006903.1-6209778/1	argininosuccinate synthase [Clostridium botulinum]	FP
synthetic_stool_low_S39	CP006903.1-5003126/1	argininosuccinate synthase [Clostridium botulinum]	FP
synthetic_stool_low_S39	CP006903.1-4993460/1	argininosuccinate synthase [Clostridium botulinum]	FP
synthetic_stool_low_S39	CP006903.1-4377480/1	argininosuccinate synthase [Clostridium botulinum]	FP
synthetic_stool_high_S38	FR745875.1-89006/1	argininosuccinate synthase [Clostridium botulinum]	FP
synthetic_stool_high_S5	FR745875.1-555264/1	argininosuccinate synthase [Clostridium botulinum]	FP
synthetic_stool_low_S45	CP006903.1-6258448/2	argininosuccinate synthase [Clostridium botulinum]	FP
synthetic_stool_low_S45	CP006903.1-6209024/2	argininosuccinate synthase [Clostridium botulinum]	FP
synthetic_stool_low_S45	CP006903.1-3250364/1	argininosuccinate synthase [Clostridium botulinum]	FP
synthetic_stool_low_S45	CP006903.1-2513900/2	argininosuccinate synthase [Clostridium botulinum]	FP
synthetic_stool_low_S45	CP006903.1-2370082/2	argininosuccinate synthase [Clostridium botulinum]	FP
synthetic_stool_low_S45	CP006903.1-1888022/1	argininosuccinate synthase [Clostridium botulinum]	FP
synthetic_stool_high_S44	CP006903.1-20104/1	argininosuccinate synthase [Clostridium botulinum]	FP
synthetic_stool_high_S9	CP006903.1-202222/1	argininosuccinate synthase [Clostridium botulinum]	FP
synthetic_stool_high_S40	FR745875.1-2210984/1	argininosuccinate synthase [Clostridium botulinum]	FP
synthetic_stool_low_S64	CP006903.1-889580/2	argininosuccinate synthase [Clostridium botulinum]	FP
synthetic_stool_low_S64	CP006903.1-541596/1	argininosuccinate synthase [Clostridium botulinum]	FP
synthetic_stool_high_S0	CP006903.1-23888074/1	argininosuccinate synthase [Clostridium botulinum]	FP
synthetic_stool_high_S0	CP006903.1-16567742/1	argininosuccinate synthase [Clostridium botulinum]	FP
synthetic_stool_high_S0	CP006903.1-16487938/2	argininosuccinate synthase [Clostridium botulinum]	FP
synthetic_stool_high_S0	CP006903.1-16326892/2	argininosuccinate synthase [Clostridium botulinum]	FP
synthetic_stool_high_S0	CP006903.1-13868414/1	argininosuccinate synthase [Clostridium botulinum]	FP
synthetic_stool_high_S0	CP006903.1-10509910/2	argininosuccinate synthase [Clostridium botulinum]	FP
synthetic_stool_high_S0	CP006903.1-10477460/2	argininosuccinate synthase [Clostridium botulinum]	FP
synthetic_stool_high_S0	CP006903.1-6509338/2	argininosuccinate synthase [Clostridium botulinum]	FP
synthetic_stool_high_S0	CP006903.1-6117188/2	argininosuccinate synthase [Clostridium botulinum]	FP
synthetic_stool_high_S0	CP006903.1-4787248/1	argininosuccinate synthase [Clostridium botulinum]	FP
synthetic_stool_high_S0	CP006903.1-4617488/2	argininosuccinate synthase [Clostridium botulinum]	FP
synthetic_stool_high_S0	CP006903.1-1037150/2	argininosuccinate synthase [Clostridium botulinum]	FP
synthetic_stool_high_S0	CP006903.1-656820/1	argininosuccinate synthase [Clostridium botulinum]	FP
synthetic_stool_high_S0	CP006903.1-432196/2	argininosuccinate synthase [Clostridium botulinum]	FP
synthetic_stool_high_S0	CP006903.1-111658/1	argininosuccinate synthase [Clostridium botulinum]	FP
synthetic_stool_low_S36	CP006903.1-646818/2	argininosuccinate synthase [Clostridium botulinum]	FP
synthetic_stool_low_S0	CP006903.1-680346/2	argininosuccinate synthase [Clostridium botulinum]	FP
synthetic_stool_high_S23	CP006903.1-3830698/2	argininosuccinate synthase [Clostridium botulinum]	FP
synthetic_stool_high_S23	CP006903.1-3686600/1	argininosuccinate synthase [Clostridium botulinum]	FP
synthetic_stool_high_S23	CP006903.1-3401498/1	argininosuccinate synthase [Clostridium botulinum]	FP
synthetic_stool_high_S23	CP006903.1-616274/1	argininosuccinate synthase [Clostridium botulinum]	FP
synthetic_stool_low_S63	CP006903.1-1097128/2	argininosuccinate synthase [Clostridium botulinum]	FP
synthetic_stool_high_S53	CP006903.1-6394754/1	argininosuccinate synthase [Clostridium botulinum]	FP
synthetic_stool_high_S53	CP006903.1-5599662/2	argininosuccinate synthase [Clostridium botulinum]	FP
synthetic_stool_high_S53	CP006903.1-3143066/2	argininosuccinate synthase [Clostridium botulinum]	FP
synthetic_stool_high_S53	CP006903.1-1077400/2	argininosuccinate synthase [Clostridium botulinum]	FP
