sseqid	slen	sstart	send	qseqid	qlen	qstart	qend	pident	evalue	Sample	cutoff
Bacillus_endophyticus_DSM_13796__gi|1098135721|emb|FOXX01000007.1|_Bacillus_endophyticus_DSM_13796_genome_assembly,_contig:_Ga0002164_scaffold00007.7,_whole_genome_shotgun_sequence__15762__lantipeptide__ANTISMASH__272216_287978-lanC	3153	1293	1283	CP001834.1-7542060/2	100	8	18	100	1.2	synthetic_stool_low_S14	minus_five_score
GCA_000283635.1_ASM28363v1__HE613569.1_Streptococcus_macedonicus_ACA-DC_198_main_chromosome_complete_genome__48444__lantipeptide__ANTISMASH__1336323_1384767-lanC	2787	571	561	CP001834.1-7542060/2	100	82	92	100	1.2	synthetic_stool_low_S14	minus_five_score
GCA_000192705.1_ASM19270v1__CP002365.1_Lactococcus_lactis_subsp._lactis_CV56,_complete_genome__26032__lantipeptide__ANTISMASH__594967_620999-lanC	1245	469	389	CP001834.1-6839764/1	100	1	81	96.296	1.52e-34	synthetic_stool_low_S14	minus_five_score
GCA_000025045.1_ASM2504v1__CP001834.1_Lactococcus_lactis_subsp._lactis_KF147,_complete_genome__21937__lantipeptide__ANTISMASH__1342969_1364906-lanC	834	58	1	CP001834.1-6839764/1	100	1	58	100	9.19e-27	synthetic_stool_low_S14	minus_five_score
Bacillus_endophyticus_DSM_13796__gi|1098135721|emb|FOXX01000007.1|_Bacillus_endophyticus_DSM_13796_genome_assembly,_contig:_Ga0002164_scaffold00007.7,_whole_genome_shotgun_sequence__15762__lantipeptide__ANTISMASH__272216_287978-lanC	3153	1293	1282	CP001834.1-6839764/1	100	12	23	100	0.34	synthetic_stool_low_S14	minus_five_score
GCA_000192705.1_ASM19270v1__CP002365.1_Lactococcus_lactis_subsp._lactis_CV56,_complete_genome__26032__lantipeptide__ANTISMASH__594967_620999-lanC	1245	466	389	CP001834.1-6524414/1	100	1	78	96.154	7.06e-33	synthetic_stool_low_S14	minus_five_score
GCA_000025045.1_ASM2504v1__CP001834.1_Lactococcus_lactis_subsp._lactis_KF147,_complete_genome__21937__lantipeptide__ANTISMASH__1342969_1364906-lanC	834	55	1	CP001834.1-6524414/1	100	1	55	100	4.28e-25	synthetic_stool_low_S14	minus_five_score
Bacillus_endophyticus_DSM_13796__gi|1098135721|emb|FOXX01000007.1|_Bacillus_endophyticus_DSM_13796_genome_assembly,_contig:_Ga0002164_scaffold00007.7,_whole_genome_shotgun_sequence__15762__lantipeptide__ANTISMASH__272216_287978-lanC	3153	1293	1282	CP001834.1-6524414/1	100	9	20	100	0.34	synthetic_stool_low_S14	minus_five_score
GCA_000192705.1_ASM19270v1__CP002365.1_Lactococcus_lactis_subsp._lactis_CV56,_complete_genome__26032__lantipeptide__ANTISMASH__594967_620999-lanC	1245	477	389	CP001834.1-6139758/2	100	1	89	96.629	5.42e-39	synthetic_stool_low_S14	minus_five_score
GCA_000025045.1_ASM2504v1__CP001834.1_Lactococcus_lactis_subsp._lactis_KF147,_complete_genome__21937__lantipeptide__ANTISMASH__1342969_1364906-lanC	834	66	1	CP001834.1-6139758/2	100	1	66	100	3.28e-31	synthetic_stool_low_S14	minus_five_score
Bacillus_endophyticus_DSM_13796__gi|1098135721|emb|FOXX01000007.1|_Bacillus_endophyticus_DSM_13796_genome_assembly,_contig:_Ga0002164_scaffold00007.7,_whole_genome_shotgun_sequence__15762__lantipeptide__ANTISMASH__272216_287978-lanC	3153	1293	1282	CP001834.1-6139758/2	100	20	31	100	0.34	synthetic_stool_low_S14	minus_five_score
GCA_000192705.1_ASM19270v1__CP002365.1_Lactococcus_lactis_subsp._lactis_CV56,_complete_genome__26032__lantipeptide__ANTISMASH__594967_620999-lanC	1245	472	389	CP001834.1-5952824/1	100	1	84	96.429	3.26e-36	synthetic_stool_low_S14	minus_five_score
GCA_000025045.1_ASM2504v1__CP001834.1_Lactococcus_lactis_subsp._lactis_KF147,_complete_genome__21937__lantipeptide__ANTISMASH__1342969_1364906-lanC	834	61	1	CP001834.1-5952824/1	100	1	61	100	1.98e-28	synthetic_stool_low_S14	minus_five_score
Bacillus_endophyticus_DSM_13796__gi|1098135721|emb|FOXX01000007.1|_Bacillus_endophyticus_DSM_13796_genome_assembly,_contig:_Ga0002164_scaffold00007.7,_whole_genome_shotgun_sequence__15762__lantipeptide__ANTISMASH__272216_287978-lanC	3153	1293	1282	CP001834.1-5952824/1	100	15	26	100	0.34	synthetic_stool_low_S14	minus_five_score
GCA_000192705.1_ASM19270v1__CP002365.1_Lactococcus_lactis_subsp._lactis_CV56,_complete_genome__26032__lantipeptide__ANTISMASH__594967_620999-lanC	1245	470	389	CP001834.1-5805030/1	100	1	82	96.341	4.22e-35	synthetic_stool_low_S14	minus_five_score
GCA_000025045.1_ASM2504v1__CP001834.1_Lactococcus_lactis_subsp._lactis_KF147,_complete_genome__21937__lantipeptide__ANTISMASH__1342969_1364906-lanC	834	59	1	CP001834.1-5805030/1	100	1	59	100	2.56e-27	synthetic_stool_low_S14	minus_five_score
Bacillus_endophyticus_DSM_13796__gi|1098135721|emb|FOXX01000007.1|_Bacillus_endophyticus_DSM_13796_genome_assembly,_contig:_Ga0002164_scaffold00007.7,_whole_genome_shotgun_sequence__15762__lantipeptide__ANTISMASH__272216_287978-lanC	3153	1293	1282	CP001834.1-5805030/1	100	13	24	100	0.34	synthetic_stool_low_S14	minus_five_score
GCA_000283635.1_ASM28363v1__HE613569.1_Streptococcus_macedonicus_ACA-DC_198_main_chromosome_complete_genome__48444__lantipeptide__ANTISMASH__1336323_1384767-lanC	2787	571	561	CP001834.1-5805030/1	100	87	97	100	1.2	synthetic_stool_low_S14	minus_five_score
GCA_000192705.1_ASM19270v1__CP002365.1_Lactococcus_lactis_subsp._lactis_CV56,_complete_genome__26032__lantipeptide__ANTISMASH__594967_620999-lanC	1245	467	389	CP001834.1-5578440/1	100	1	79	96.203	1.96e-33	synthetic_stool_low_S14	minus_five_score
GCA_000025045.1_ASM2504v1__CP001834.1_Lactococcus_lactis_subsp._lactis_KF147,_complete_genome__21937__lantipeptide__ANTISMASH__1342969_1364906-lanC	834	56	1	CP001834.1-5578440/1	100	1	56	100	1.19e-25	synthetic_stool_low_S14	minus_five_score
Bacillus_endophyticus_DSM_13796__gi|1098135721|emb|FOXX01000007.1|_Bacillus_endophyticus_DSM_13796_genome_assembly,_contig:_Ga0002164_scaffold00007.7,_whole_genome_shotgun_sequence__15762__lantipeptide__ANTISMASH__272216_287978-lanC	3153	1293	1282	CP001834.1-5578440/1	100	10	21	100	0.34	synthetic_stool_low_S14	minus_five_score
GCA_000192705.1_ASM19270v1__CP002365.1_Lactococcus_lactis_subsp._lactis_CV56,_complete_genome__26032__lantipeptide__ANTISMASH__594967_620999-lanC	1245	472	389	CP001834.1-4997882/1	100	1	84	96.429	3.26e-36	synthetic_stool_low_S14	minus_five_score
GCA_000025045.1_ASM2504v1__CP001834.1_Lactococcus_lactis_subsp._lactis_KF147,_complete_genome__21937__lantipeptide__ANTISMASH__1342969_1364906-lanC	834	61	1	CP001834.1-4997882/1	100	1	61	100	1.98e-28	synthetic_stool_low_S14	minus_five_score
Bacillus_endophyticus_DSM_13796__gi|1098135721|emb|FOXX01000007.1|_Bacillus_endophyticus_DSM_13796_genome_assembly,_contig:_Ga0002164_scaffold00007.7,_whole_genome_shotgun_sequence__15762__lantipeptide__ANTISMASH__272216_287978-lanC	3153	1293	1282	CP001834.1-4997882/1	100	15	26	100	0.34	synthetic_stool_low_S14	minus_five_score
GCA_000192705.1_ASM19270v1__CP002365.1_Lactococcus_lactis_subsp._lactis_CV56,_complete_genome__26032__lantipeptide__ANTISMASH__594967_620999-lanC	1245	474	389	CP001834.1-4704732/2	100	1	86	96.512	2.52e-37	synthetic_stool_low_S14	minus_five_score
GCA_000025045.1_ASM2504v1__CP001834.1_Lactococcus_lactis_subsp._lactis_KF147,_complete_genome__21937__lantipeptide__ANTISMASH__1342969_1364906-lanC	834	63	1	CP001834.1-4704732/2	100	1	63	100	1.53e-29	synthetic_stool_low_S14	minus_five_score
Bacillus_endophyticus_DSM_13796__gi|1098135721|emb|FOXX01000007.1|_Bacillus_endophyticus_DSM_13796_genome_assembly,_contig:_Ga0002164_scaffold00007.7,_whole_genome_shotgun_sequence__15762__lantipeptide__ANTISMASH__272216_287978-lanC	3153	1293	1282	CP001834.1-4704732/2	100	17	28	100	0.34	synthetic_stool_low_S14	minus_five_score
GCA_000192705.1_ASM19270v1__CP002365.1_Lactococcus_lactis_subsp._lactis_CV56,_complete_genome__26032__lantipeptide__ANTISMASH__594967_620999-lanC	1245	475	389	CP001834.1-4631972/2	100	1	87	96.552	7.01e-38	synthetic_stool_low_S14	minus_five_score
GCA_000025045.1_ASM2504v1__CP001834.1_Lactococcus_lactis_subsp._lactis_KF147,_complete_genome__21937__lantipeptide__ANTISMASH__1342969_1364906-lanC	834	64	1	CP001834.1-4631972/2	100	1	64	100	4.25e-30	synthetic_stool_low_S14	minus_five_score
Bacillus_endophyticus_DSM_13796__gi|1098135721|emb|FOXX01000007.1|_Bacillus_endophyticus_DSM_13796_genome_assembly,_contig:_Ga0002164_scaffold00007.7,_whole_genome_shotgun_sequence__15762__lantipeptide__ANTISMASH__272216_287978-lanC	3153	1293	1282	CP001834.1-4631972/2	100	18	29	100	0.34	synthetic_stool_low_S14	minus_five_score
GCA_000192705.1_ASM19270v1__CP002365.1_Lactococcus_lactis_subsp._lactis_CV56,_complete_genome__26032__lantipeptide__ANTISMASH__594967_620999-lanC	1245	469	389	CP001834.1-3862852/2	100	1	81	96.296	1.52e-34	synthetic_stool_low_S14	minus_five_score
GCA_000025045.1_ASM2504v1__CP001834.1_Lactococcus_lactis_subsp._lactis_KF147,_complete_genome__21937__lantipeptide__ANTISMASH__1342969_1364906-lanC	834	58	1	CP001834.1-3862852/2	100	1	58	100	9.19e-27	synthetic_stool_low_S14	minus_five_score
Bacillus_endophyticus_DSM_13796__gi|1098135721|emb|FOXX01000007.1|_Bacillus_endophyticus_DSM_13796_genome_assembly,_contig:_Ga0002164_scaffold00007.7,_whole_genome_shotgun_sequence__15762__lantipeptide__ANTISMASH__272216_287978-lanC	3153	1293	1282	CP001834.1-3862852/2	100	12	23	100	0.34	synthetic_stool_low_S14	minus_five_score
GCA_000192705.1_ASM19270v1__CP002365.1_Lactococcus_lactis_subsp._lactis_CV56,_complete_genome__26032__lantipeptide__ANTISMASH__594967_620999-lanC	1245	492	393	CP001834.1-3439990/1	100	1	100	94	4.19e-40	synthetic_stool_low_S14	minus_five_score
GCA_000025045.1_ASM2504v1__CP001834.1_Lactococcus_lactis_subsp._lactis_KF147,_complete_genome__21937__lantipeptide__ANTISMASH__1342969_1364906-lanC	834	81	1	CP001834.1-3439990/1	100	1	81	100	1.51e-39	synthetic_stool_low_S14	minus_five_score
Bacillus_endophyticus_DSM_13796__gi|1098135721|emb|FOXX01000007.1|_Bacillus_endophyticus_DSM_13796_genome_assembly,_contig:_Ga0002164_scaffold00007.7,_whole_genome_shotgun_sequence__15762__lantipeptide__ANTISMASH__272216_287978-lanC	3153	1293	1282	CP001834.1-3439990/1	100	35	46	100	0.34	synthetic_stool_low_S14	minus_five_score
Bacillus_endophyticus_DSM_13796__gi|1098135721|emb|FOXX01000007.1|_Bacillus_endophyticus_DSM_13796_genome_assembly,_contig:_Ga0002164_scaffold00007.7,_whole_genome_shotgun_sequence__15762__lantipeptide__ANTISMASH__272216_287978-lanC	3153	2484	2497	CP001834.1-3439990/1	100	8	21	92.857	1.2	synthetic_stool_low_S14	minus_five_score
GCA_000742975.1_ASM74297v1__CP008815.1_Enterococcus_faecalis_ATCC_29212_plasmid_1,_complete_sequence__17931__lantipeptide__ANTISMASH__48617_66548-lanC	2982	1897	1886	CP001834.1-3439990/1	100	9	20	100	0.34	synthetic_stool_low_S14	minus_five_score
GCA_000283635.1_ASM28363v1__HE613569.1_Streptococcus_macedonicus_ACA-DC_198_main_chromosome_complete_genome__48444__lantipeptide__ANTISMASH__1336323_1384767-lanC	2787	2138	2127	CP001834.1-3439990/1	100	8	19	100	0.34	synthetic_stool_low_S14	minus_five_score
GCA_000192705.1_ASM19270v1__CP002365.1_Lactococcus_lactis_subsp._lactis_CV56,_complete_genome__26032__lantipeptide__ANTISMASH__594967_620999-lanC	1245	485	389	CP001834.1-3328934/2	100	2	98	94.845	4.19e-40	synthetic_stool_low_S14	minus_five_score
GCA_000025045.1_ASM2504v1__CP001834.1_Lactococcus_lactis_subsp._lactis_KF147,_complete_genome__21937__lantipeptide__ANTISMASH__1342969_1364906-lanC	834	75	1	CP001834.1-3328934/2	100	1	75	98.667	1.52e-34	synthetic_stool_low_S14	minus_five_score
Bacillus_endophyticus_DSM_13796__gi|1098135721|emb|FOXX01000007.1|_Bacillus_endophyticus_DSM_13796_genome_assembly,_contig:_Ga0002164_scaffold00007.7,_whole_genome_shotgun_sequence__15762__lantipeptide__ANTISMASH__272216_287978-lanC	3153	1293	1282	CP001834.1-3328934/2	100	29	40	100	0.34	synthetic_stool_low_S14	minus_five_score
Bacillus_endophyticus_DSM_13796__gi|1098135721|emb|FOXX01000007.1|_Bacillus_endophyticus_DSM_13796_genome_assembly,_contig:_Ga0002164_scaffold00007.7,_whole_genome_shotgun_sequence__15762__lantipeptide__ANTISMASH__272216_287978-lanC	3153	2484	2497	CP001834.1-3328934/2	100	2	15	92.857	1.2	synthetic_stool_low_S14	minus_five_score
GCA_000742975.1_ASM74297v1__CP008815.1_Enterococcus_faecalis_ATCC_29212_plasmid_1,_complete_sequence__17931__lantipeptide__ANTISMASH__48617_66548-lanC	2982	1897	1886	CP001834.1-3328934/2	100	3	14	100	0.34	synthetic_stool_low_S14	minus_five_score
GCA_000283635.1_ASM28363v1__HE613569.1_Streptococcus_macedonicus_ACA-DC_198_main_chromosome_complete_genome__48444__lantipeptide__ANTISMASH__1336323_1384767-lanC	2787	2138	2127	CP001834.1-3328934/2	100	2	13	100	0.34	synthetic_stool_low_S14	minus_five_score
GCA_000192705.1_ASM19270v1__CP002365.1_Lactococcus_lactis_subsp._lactis_CV56,_complete_genome__26032__lantipeptide__ANTISMASH__594967_620999-lanC	1245	467	389	CP001834.1-3140362/2	100	1	79	96.203	1.96e-33	synthetic_stool_low_S14	minus_five_score
GCA_000025045.1_ASM2504v1__CP001834.1_Lactococcus_lactis_subsp._lactis_KF147,_complete_genome__21937__lantipeptide__ANTISMASH__1342969_1364906-lanC	834	56	1	CP001834.1-3140362/2	100	1	56	100	1.19e-25	synthetic_stool_low_S14	minus_five_score
Bacillus_endophyticus_DSM_13796__gi|1098135721|emb|FOXX01000007.1|_Bacillus_endophyticus_DSM_13796_genome_assembly,_contig:_Ga0002164_scaffold00007.7,_whole_genome_shotgun_sequence__15762__lantipeptide__ANTISMASH__272216_287978-lanC	3153	1293	1282	CP001834.1-3140362/2	100	10	21	100	0.34	synthetic_stool_low_S14	minus_five_score
GCA_000192705.1_ASM19270v1__CP002365.1_Lactococcus_lactis_subsp._lactis_CV56,_complete_genome__26032__lantipeptide__ANTISMASH__594967_620999-lanC	1245	495	396	CP001834.1-2712382/1	100	1	100	94	4.19e-40	synthetic_stool_low_S14	minus_five_score
GCA_000025045.1_ASM2504v1__CP001834.1_Lactococcus_lactis_subsp._lactis_KF147,_complete_genome__21937__lantipeptide__ANTISMASH__1342969_1364906-lanC	834	84	1	CP001834.1-2712382/1	100	1	84	97.619	7.01e-38	synthetic_stool_low_S14	minus_five_score
Bacillus_endophyticus_DSM_13796__gi|1098135721|emb|FOXX01000007.1|_Bacillus_endophyticus_DSM_13796_genome_assembly,_contig:_Ga0002164_scaffold00007.7,_whole_genome_shotgun_sequence__15762__lantipeptide__ANTISMASH__272216_287978-lanC	3153	1293	1282	CP001834.1-2712382/1	100	38	49	100	0.34	synthetic_stool_low_S14	minus_five_score
Bacillus_endophyticus_DSM_13796__gi|1098135721|emb|FOXX01000007.1|_Bacillus_endophyticus_DSM_13796_genome_assembly,_contig:_Ga0002164_scaffold00007.7,_whole_genome_shotgun_sequence__15762__lantipeptide__ANTISMASH__272216_287978-lanC	3153	2484	2497	CP001834.1-2712382/1	100	11	24	92.857	1.2	synthetic_stool_low_S14	minus_five_score
GCA_000742975.1_ASM74297v1__CP008815.1_Enterococcus_faecalis_ATCC_29212_plasmid_1,_complete_sequence__17931__lantipeptide__ANTISMASH__48617_66548-lanC	2982	1897	1886	CP001834.1-2712382/1	100	12	23	100	0.34	synthetic_stool_low_S14	minus_five_score
GCA_000283635.1_ASM28363v1__HE613569.1_Streptococcus_macedonicus_ACA-DC_198_main_chromosome_complete_genome__48444__lantipeptide__ANTISMASH__1336323_1384767-lanC	2787	2138	2127	CP001834.1-2712382/1	100	11	22	100	0.34	synthetic_stool_low_S14	minus_five_score
GCA_000192705.1_ASM19270v1__CP002365.1_Lactococcus_lactis_subsp._lactis_CV56,_complete_genome__26032__lantipeptide__ANTISMASH__594967_620999-lanC	1245	475	389	CP001834.1-2099420/2	100	1	87	95.402	3.26e-36	synthetic_stool_low_S14	minus_five_score
GCA_000025045.1_ASM2504v1__CP001834.1_Lactococcus_lactis_subsp._lactis_KF147,_complete_genome__21937__lantipeptide__ANTISMASH__1342969_1364906-lanC	834	64	1	CP001834.1-2099420/2	100	1	64	98.438	1.98e-28	synthetic_stool_low_S14	minus_five_score
Bacillus_endophyticus_DSM_13796__gi|1098135721|emb|FOXX01000007.1|_Bacillus_endophyticus_DSM_13796_genome_assembly,_contig:_Ga0002164_scaffold00007.7,_whole_genome_shotgun_sequence__15762__lantipeptide__ANTISMASH__272216_287978-lanC	3153	1293	1282	CP001834.1-2099420/2	100	18	29	100	0.34	synthetic_stool_low_S14	minus_five_score
GCA_000742975.1_ASM74297v1__CP008815.1_Enterococcus_faecalis_ATCC_29212_plasmid_1,_complete_sequence__17931__lantipeptide__ANTISMASH__48617_66548-lanC	2982	2570	2560	CP001834.1-2099420/2	100	34	44	100	1.2	synthetic_stool_low_S14	minus_five_score
GCA_000192705.1_ASM19270v1__CP002365.1_Lactococcus_lactis_subsp._lactis_CV56,_complete_genome__26032__lantipeptide__ANTISMASH__594967_620999-lanC	1245	479	389	CP001834.1-1705234/1	100	1	91	94.505	9.06e-37	synthetic_stool_low_S14	minus_five_score
GCA_000025045.1_ASM2504v1__CP001834.1_Lactococcus_lactis_subsp._lactis_KF147,_complete_genome__21937__lantipeptide__ANTISMASH__1342969_1364906-lanC	834	68	1	CP001834.1-1705234/1	100	1	68	100	2.54e-32	synthetic_stool_low_S14	minus_five_score
Bacillus_endophyticus_DSM_13796__gi|1098135721|emb|FOXX01000007.1|_Bacillus_endophyticus_DSM_13796_genome_assembly,_contig:_Ga0002164_scaffold00007.7,_whole_genome_shotgun_sequence__15762__lantipeptide__ANTISMASH__272216_287978-lanC	3153	1293	1282	CP001834.1-1705234/1	100	22	33	100	0.34	synthetic_stool_low_S14	minus_five_score
GCA_000192705.1_ASM19270v1__CP002365.1_Lactococcus_lactis_subsp._lactis_CV56,_complete_genome__26032__lantipeptide__ANTISMASH__594967_620999-lanC	1245	476	389	CP001834.1-1490778/1	100	1	88	95.455	9.06e-37	synthetic_stool_low_S14	minus_five_score
GCA_000025045.1_ASM2504v1__CP001834.1_Lactococcus_lactis_subsp._lactis_KF147,_complete_genome__21937__lantipeptide__ANTISMASH__1342969_1364906-lanC	834	65	1	CP001834.1-1490778/1	100	1	65	98.462	5.49e-29	synthetic_stool_low_S14	minus_five_score
Bacillus_endophyticus_DSM_13796__gi|1098135721|emb|FOXX01000007.1|_Bacillus_endophyticus_DSM_13796_genome_assembly,_contig:_Ga0002164_scaffold00007.7,_whole_genome_shotgun_sequence__15762__lantipeptide__ANTISMASH__272216_287978-lanC	3153	1293	1282	CP001834.1-1490778/1	100	19	30	100	0.34	synthetic_stool_low_S14	minus_five_score
GCA_000192705.1_ASM19270v1__CP002365.1_Lactococcus_lactis_subsp._lactis_CV56,_complete_genome__26032__lantipeptide__ANTISMASH__594967_620999-lanC	1245	471	389	CP001834.1-1440422/1	100	1	83	96.386	1.17e-35	synthetic_stool_low_S14	minus_five_score
GCA_000025045.1_ASM2504v1__CP001834.1_Lactococcus_lactis_subsp._lactis_KF147,_complete_genome__21937__lantipeptide__ANTISMASH__1342969_1364906-lanC	834	60	1	CP001834.1-1440422/1	100	1	60	100	7.11e-28	synthetic_stool_low_S14	minus_five_score
Bacillus_endophyticus_DSM_13796__gi|1098135721|emb|FOXX01000007.1|_Bacillus_endophyticus_DSM_13796_genome_assembly,_contig:_Ga0002164_scaffold00007.7,_whole_genome_shotgun_sequence__15762__lantipeptide__ANTISMASH__272216_287978-lanC	3153	1293	1282	CP001834.1-1440422/1	100	14	25	100	0.34	synthetic_stool_low_S14	minus_five_score
GCA_000192705.1_ASM19270v1__CP002365.1_Lactococcus_lactis_subsp._lactis_CV56,_complete_genome__26032__lantipeptide__ANTISMASH__594967_620999-lanC	1245	473	389	CP001834.1-940820/2	100	1	85	96.471	9.06e-37	synthetic_stool_low_S14	minus_five_score
GCA_000025045.1_ASM2504v1__CP001834.1_Lactococcus_lactis_subsp._lactis_KF147,_complete_genome__21937__lantipeptide__ANTISMASH__1342969_1364906-lanC	834	62	1	CP001834.1-940820/2	100	1	62	98.387	2.56e-27	synthetic_stool_low_S14	minus_five_score
Bacillus_endophyticus_DSM_13796__gi|1098135721|emb|FOXX01000007.1|_Bacillus_endophyticus_DSM_13796_genome_assembly,_contig:_Ga0002164_scaffold00007.7,_whole_genome_shotgun_sequence__15762__lantipeptide__ANTISMASH__272216_287978-lanC	3153	1293	1282	CP001834.1-940820/2	100	16	27	100	0.34	synthetic_stool_low_S14	minus_five_score
GCA_000192705.1_ASM19270v1__CP002365.1_Lactococcus_lactis_subsp._lactis_CV56,_complete_genome__26032__lantipeptide__ANTISMASH__594967_620999-lanC	1245	484	389	CP001834.1-694834/1	100	1	96	94.792	1.51e-39	synthetic_stool_low_S14	minus_five_score
GCA_000025045.1_ASM2504v1__CP001834.1_Lactococcus_lactis_subsp._lactis_KF147,_complete_genome__21937__lantipeptide__ANTISMASH__1342969_1364906-lanC	834	73	1	CP001834.1-694834/1	100	1	73	98.63	1.96e-33	synthetic_stool_low_S14	minus_five_score
Bacillus_endophyticus_DSM_13796__gi|1098135721|emb|FOXX01000007.1|_Bacillus_endophyticus_DSM_13796_genome_assembly,_contig:_Ga0002164_scaffold00007.7,_whole_genome_shotgun_sequence__15762__lantipeptide__ANTISMASH__272216_287978-lanC	3153	1293	1282	CP001834.1-694834/1	100	27	38	100	0.34	synthetic_stool_low_S14	minus_five_score
Bacillus_endophyticus_DSM_13796__gi|1098135721|emb|FOXX01000007.1|_Bacillus_endophyticus_DSM_13796_genome_assembly,_contig:_Ga0002164_scaffold00007.7,_whole_genome_shotgun_sequence__15762__lantipeptide__ANTISMASH__272216_287978-lanC	3153	2487	2497	CP001834.1-694834/1	100	3	13	100	1.2	synthetic_stool_low_S14	minus_five_score
GCA_000742975.1_ASM74297v1__CP008815.1_Enterococcus_faecalis_ATCC_29212_plasmid_1,_complete_sequence__17931__lantipeptide__ANTISMASH__48617_66548-lanC	2982	1897	1886	CP001834.1-694834/1	100	1	12	100	0.34	synthetic_stool_low_S14	minus_five_score
GCA_000283635.1_ASM28363v1__HE613569.1_Streptococcus_macedonicus_ACA-DC_198_main_chromosome_complete_genome__48444__lantipeptide__ANTISMASH__1336323_1384767-lanC	2787	2137	2127	CP001834.1-694834/1	100	1	11	100	1.2	synthetic_stool_low_S14	minus_five_score
GCA_000192705.1_ASM19270v1__CP002365.1_Lactococcus_lactis_subsp._lactis_CV56,_complete_genome__26032__lantipeptide__ANTISMASH__594967_620999-lanC	1245	470	389	CP001834.1-187498/1	100	1	82	96.341	4.22e-35	synthetic_stool_low_S14	minus_five_score
GCA_000025045.1_ASM2504v1__CP001834.1_Lactococcus_lactis_subsp._lactis_KF147,_complete_genome__21937__lantipeptide__ANTISMASH__1342969_1364906-lanC	834	59	1	CP001834.1-187498/1	100	1	59	100	2.56e-27	synthetic_stool_low_S14	minus_five_score
Bacillus_endophyticus_DSM_13796__gi|1098135721|emb|FOXX01000007.1|_Bacillus_endophyticus_DSM_13796_genome_assembly,_contig:_Ga0002164_scaffold00007.7,_whole_genome_shotgun_sequence__15762__lantipeptide__ANTISMASH__272216_287978-lanC	3153	1293	1282	CP001834.1-187498/1	100	13	24	100	0.34	synthetic_stool_low_S14	minus_five_score
GCA_000192705.1_ASM19270v1__CP002365.1_Lactococcus_lactis_subsp._lactis_CV56,_complete_genome__26032__lantipeptide__ANTISMASH__594967_620999-lanC	1245	465	389	CP001834.1-21692846/2	100	1	77	96.104	2.54e-32	synthetic_stool_low_S13	minus_five_score
GCA_000025045.1_ASM2504v1__CP001834.1_Lactococcus_lactis_subsp._lactis_KF147,_complete_genome__21937__lantipeptide__ANTISMASH__1342969_1364906-lanC	834	54	1	CP001834.1-21692846/2	100	1	54	100	1.54e-24	synthetic_stool_low_S13	minus_five_score
Bacillus_endophyticus_DSM_13796__gi|1098135721|emb|FOXX01000007.1|_Bacillus_endophyticus_DSM_13796_genome_assembly,_contig:_Ga0002164_scaffold00007.7,_whole_genome_shotgun_sequence__15762__lantipeptide__ANTISMASH__272216_287978-lanC	3153	1293	1282	CP001834.1-21692846/2	100	8	19	100	0.34	synthetic_stool_low_S13	minus_five_score
GCA_000192705.1_ASM19270v1__CP002365.1_Lactococcus_lactis_subsp._lactis_CV56,_complete_genome__26032__lantipeptide__ANTISMASH__594967_620999-lanC	1245	492	393	CP001834.1-21579420/2	100	1	100	94	4.19e-40	synthetic_stool_low_S13	minus_five_score
GCA_000025045.1_ASM2504v1__CP001834.1_Lactococcus_lactis_subsp._lactis_KF147,_complete_genome__21937__lantipeptide__ANTISMASH__1342969_1364906-lanC	834	81	1	CP001834.1-21579420/2	100	1	81	100	1.51e-39	synthetic_stool_low_S13	minus_five_score
Bacillus_endophyticus_DSM_13796__gi|1098135721|emb|FOXX01000007.1|_Bacillus_endophyticus_DSM_13796_genome_assembly,_contig:_Ga0002164_scaffold00007.7,_whole_genome_shotgun_sequence__15762__lantipeptide__ANTISMASH__272216_287978-lanC	3153	1293	1282	CP001834.1-21579420/2	100	35	46	100	0.34	synthetic_stool_low_S13	minus_five_score
Bacillus_endophyticus_DSM_13796__gi|1098135721|emb|FOXX01000007.1|_Bacillus_endophyticus_DSM_13796_genome_assembly,_contig:_Ga0002164_scaffold00007.7,_whole_genome_shotgun_sequence__15762__lantipeptide__ANTISMASH__272216_287978-lanC	3153	2484	2497	CP001834.1-21579420/2	100	8	21	92.857	1.2	synthetic_stool_low_S13	minus_five_score
GCA_000742975.1_ASM74297v1__CP008815.1_Enterococcus_faecalis_ATCC_29212_plasmid_1,_complete_sequence__17931__lantipeptide__ANTISMASH__48617_66548-lanC	2982	1897	1886	CP001834.1-21579420/2	100	9	20	100	0.34	synthetic_stool_low_S13	minus_five_score
GCA_000283635.1_ASM28363v1__HE613569.1_Streptococcus_macedonicus_ACA-DC_198_main_chromosome_complete_genome__48444__lantipeptide__ANTISMASH__1336323_1384767-lanC	2787	2138	2127	CP001834.1-21579420/2	100	8	19	100	0.34	synthetic_stool_low_S13	minus_five_score
GCA_000192705.1_ASM19270v1__CP002365.1_Lactococcus_lactis_subsp._lactis_CV56,_complete_genome__26032__lantipeptide__ANTISMASH__594967_620999-lanC	1245	469	389	CP001834.1-21332916/1	100	1	81	96.296	1.52e-34	synthetic_stool_low_S13	minus_five_score
GCA_000025045.1_ASM2504v1__CP001834.1_Lactococcus_lactis_subsp._lactis_KF147,_complete_genome__21937__lantipeptide__ANTISMASH__1342969_1364906-lanC	834	58	1	CP001834.1-21332916/1	100	1	58	100	9.19e-27	synthetic_stool_low_S13	minus_five_score
