readID	Sample	stitle	readCheck	lanc_genome
CP017269.1-2488564/1	synthetic_stool_low_S58	acetaldehyde dehydrogenase (acetylating) [Geosporobacter ferrireducens]	FP	other
CP017269.1-1483156/1	synthetic_stool_low_S58	hypothetical protein Gferi_06930 [Geosporobacter ferrireducens]	FP	other
CP010796.1-47579942/2	synthetic_stool_low_S58	DUF402 domain-containing protein [Carnobacterium sp. CP1]	FP	other
CP010796.1-18510008/1	synthetic_stool_low_S58	DUF402 domain-containing protein [Carnobacterium mobile]	FP	other
CP010796.1-14086644/1	synthetic_stool_low_S58	Cof-type HAD-IIB family hydrolase [Carnobacterium sp. CP1]	FP	other
CP010796.1-4496746/2	synthetic_stool_low_S58	DUF402 domain-containing protein [Carnobacterium sp. CP1]	FP	other
CP000419.1-170252/1	synthetic_stool_low_S58	hypothetical protein HMPREF9192_0645 [Streptococcus vestibularis F0396]	FP	lantibiotic_genome
AP009240.1-145884/1	synthetic_stool_low_S58	thiosulfate sulfur transferase [Shigella sonnei]	FP	other
AP009240.1-50394/1	synthetic_stool_low_S58	thiosulfate sulfur transferase [Shigella sonnei]	FP	other
AE017285.1-3513302/2	synthetic_stool_low_S58	hypothetical protein [Desulfovibrio vulgaris]	FP	other
AE017285.1-3261114/1	synthetic_stool_low_S58	hypothetical protein [Desulfovibrio vulgaris]	FP	other
AE017285.1-1847242/1	synthetic_stool_low_S58	amino acid ABC transporter ATP-binding protein [Desulfobulbus japonicus]	FP	other
CP009043.1-3042268/2	synthetic_stool_low_S58	flavodoxin-like fold domain protein, putative NAD(P)H (quinone) dehydrogenase/reductase [Campylobacter iguaniorum]	FP	other
CP009043.1-2355094/2	synthetic_stool_low_S58	flavodoxin-like fold domain protein, putative NAD(P)H (quinone) dehydrogenase/reductase [Campylobacter iguaniorum]	FP	other
CP000673.1-66318/1	synthetic_stool_high_S36	hypothetical protein [Clostridium kluyveri]	FP	other
AM180355.1-1084574/1	synthetic_stool_high_S36	peptidase P60, partial [Clostridioides difficile]	FP	other
AM180355.1-1080122/1	synthetic_stool_high_S36	hypothetical protein QQ3_3481 [Clostridioides difficile Y266]	FP	other
AM180355.1-1076180/2	synthetic_stool_high_S36	NlpC/P60 family protein [Clostridioides difficile]	FP	other
AM180355.1-1068004/1	synthetic_stool_high_S36	peptidase P60, partial [Clostridioides difficile]	FP	other
AM180355.1-1059710/2	synthetic_stool_high_S36	peptidase P60, partial [Clostridioides difficile]	FP	other
AM180355.1-731562/1	synthetic_stool_high_S36	lysozyme-like family protein [Clostridioides difficile DA00216]	FP	other
AM180355.1-727472/2	synthetic_stool_high_S36	hypothetical protein QQ3_3481 [Clostridioides difficile Y266]	FP	other
AM180355.1-529608/2	synthetic_stool_high_S36	peptidase P60, partial [Clostridioides difficile]	FP	other
AM180355.1-470786/2	synthetic_stool_high_S36	lysozyme-like family protein [Clostridioides difficile DA00216]	FP	other
AM180355.1-436756/1	synthetic_stool_high_S36	cell wall hydrolase [Clostridioides difficile]	FP	other
AM180355.1-397932/1	synthetic_stool_high_S36	NlpC/P60 family protein [[Clostridium] bolteae]	FP	other
AM180355.1-334824/1	synthetic_stool_high_S36	lysozyme-like family protein [Clostridioides difficile DA00216]	FP	other
AM180355.1-327304/1	synthetic_stool_high_S36	NlpC/P60 family protein [Clostridioides difficile]	FP	other
AM180355.1-322588/1	synthetic_stool_high_S36	nlpC/P60 family protein [Clostridioides difficile CD49]	FP	other
AM180355.1-270348/1	synthetic_stool_high_S36	NlpC/P60 family protein [[Clostridium] bolteae]	FP	other
AM180355.1-222468/1	synthetic_stool_high_S36	hypothetical protein BGV19_20165, partial [Clostridioides difficile]	FP	other
AM180355.1-220312/2	synthetic_stool_high_S36	hypothetical protein QQ3_3481 [Clostridioides difficile Y266]	FP	other
AM180355.1-28348/1	synthetic_stool_high_S36	peptidase P60, partial [Clostridioides difficile]	FP	other
CP006903.1-20772/1	synthetic_stool_high_S36	MFS transporter [Clostridium botulinum]	FP	other
CP016022.1-348440/2	synthetic_stool_high_S36	CoA transferase [Ralstonia sp. UNC404CL21Col]	FP	other
CP016022.1-194842/1	synthetic_stool_high_S36	DUF4166 domain-containing protein [Ralstonia insidiosa]	FP	other
CP014065.1-6118884/1	synthetic_stool_high_S36	CoA transferase, partial [Bordetella pertussis]	FP	other
CP014065.1-6107876/2	synthetic_stool_high_S36	CoA transferase, partial [Bordetella pertussis]	FP	other
CP014065.1-3856690/2	synthetic_stool_high_S36	CoA transferase, partial [Bordetella pertussis]	FP	other
CP014065.1-3725432/1	synthetic_stool_high_S36	CoA-transferase family III protein [Bordetella pertussis CHLA-11]	FP	other
CP014065.1-2247832/1	synthetic_stool_high_S36	CoA transferase, partial [Bordetella pertussis]	FP	other
CP003157.1-1537084/2	synthetic_stool_high_S36	uracil transporter, partial [Lactococcus lactis subsp. cremoris TIFN6]	FP	other
CP003157.1-396802/1	synthetic_stool_high_S36	uracil transporter, partial [Lactococcus lactis subsp. cremoris TIFN6]	FP	other
AP013061.1-19430/2	synthetic_stool_high_S36	MFS transporter [Caballeronia zhejiangensis]	FP	other
AP013061.1-11296/1	synthetic_stool_high_S36	MFS transporter [Caballeronia zhejiangensis]	FP	other
CP009321.1-82356/2	synthetic_stool_high_S36	glycoside hydrolase [Burkholderia gladioli]	FP	other
FR745875.1-445670/1	synthetic_stool_high_S36	MFS transporter [Clostridium botulinum]	FP	other
FR745875.1-351476/2	synthetic_stool_high_S36	MFS transporter [Clostridium botulinum]	FP	other
CP007062.1-1551088/1	synthetic_stool_high_S36	hypothetical protein HMPREF9094_2297 [Fusobacterium nucleatum subsp. animalis ATCC 51191]	FP	other
CP002667.1-9005204/2	synthetic_stool_low_S54	hypothetical protein [Gallibacterium anatis]	FP	other
CP002667.1-6276030/1	synthetic_stool_low_S54	PTS glucose transporter subunit IIBC [Gallibacterium anatis]	FP	other
CP002667.1-5963016/2	synthetic_stool_low_S54	hypothetical protein [Gallibacterium anatis]	FP	other
AP009385.1-110704/2	synthetic_stool_low_S54	protein-methionine-sulfoxide reductase catalytic subunit MsrP, partial [Burkholderia contaminans]	FP	other
LT546645.1-1516248/1	synthetic_stool_low_S54	potassium uptake protein [Bordetella trematum]	FP	other
LT546645.1-983554/1	synthetic_stool_low_S54	potassium uptake protein [Bordetella trematum]	FP	other
LT546645.1-857792/1	synthetic_stool_low_S54	potassium uptake protein [Bordetella trematum]	FP	other
LT546645.1-725970/1	synthetic_stool_low_S54	potassium uptake protein [Bordetella trematum]	FP	other
LT546645.1-706854/1	synthetic_stool_low_S54	potassium uptake protein [Bordetella trematum]	FP	other
LT546645.1-189088/1	synthetic_stool_low_S54	potassium uptake protein [Bordetella trematum]	FP	other
LT546645.1-74932/2	synthetic_stool_low_S54	potassium uptake protein [Bordetella trematum]	FP	other
AP013058.1-1207414/1	synthetic_stool_low_S54	UDP-N-acetylmuramate dehydrogenase [Burkholderia insecticola]	FP	other
AP013058.1-891872/1	synthetic_stool_low_S54	UDP-N-acetylmuramate dehydrogenase [Burkholderia insecticola]	FP	other
AP013061.1-810328/2	synthetic_stool_low_S54	MULTISPECIES: MFS transporter [Proteobacteria]	FP	other
AP013061.1-746532/2	synthetic_stool_low_S54	MFS transporter [Caballeronia glathei]	FP	other
AP013061.1-680020/2	synthetic_stool_low_S54	MFS transporter [Caballeronia zhejiangensis]	FP	other
AP013061.1-679374/1	synthetic_stool_low_S54	MFS transporter [Caballeronia zhejiangensis]	FP	other
AP013061.1-677880/1	synthetic_stool_low_S54	MFS transporter [Caballeronia zhejiangensis]	FP	other
AP013061.1-594572/2	synthetic_stool_low_S54	MFS transporter [Paraburkholderia dilworthii]	FP	other
AP013061.1-528714/2	synthetic_stool_low_S54	arabinose efflux permease family protein [Burkholderia sp. Ch1-1]	FP	other
AP013061.1-488748/1	synthetic_stool_low_S54	arabinose efflux permease family protein [Burkholderia sp. Ch1-1]	FP	other
AP013061.1-479638/1	synthetic_stool_low_S54	MFS transporter [Caballeronia zhejiangensis]	FP	other
AP013061.1-412236/2	synthetic_stool_low_S54	MULTISPECIES: MFS transporter [Burkholderia cepacia complex]	FP	other
CP000939.1-11407904/1	synthetic_stool_low_S54	tetratricopeptide repeat protein [Clostridium botulinum]	FP	other
CP000939.1-2815782/1	synthetic_stool_low_S54	hypothetical protein CFSAN002367_18418 [Clostridium botulinum CFSAN002367]	FP	other
CP015196.1-4492338/2	synthetic_stool_low_S54	hypothetical protein [Streptococcus marmotae]	FP	other
CP015196.1-4379428/1	synthetic_stool_low_S54	hypothetical protein [Streptococcus marmotae]	FP	other
CP015196.1-3911288/2	synthetic_stool_low_S54	hypothetical protein [Streptococcus marmotae]	FP	other
CP015196.1-2391262/2	synthetic_stool_low_S54	hypothetical protein [Streptococcus marmotae]	FP	other
CP015196.1-2252242/2	synthetic_stool_low_S54	hypothetical protein [Streptococcus marmotae]	FP	other
CP015196.1-1881148/1	synthetic_stool_low_S54	hypothetical protein [Streptococcus marmotae]	FP	other
CP015196.1-1692752/1	synthetic_stool_low_S54	hypothetical protein [Streptococcus marmotae]	FP	other
CP015196.1-1379516/2	synthetic_stool_low_S54	hypothetical protein [Streptococcus marmotae]	FP	other
CP015196.1-1172250/2	synthetic_stool_low_S54	hypothetical protein [Streptococcus marmotae]	FP	other
CP015196.1-391766/1	synthetic_stool_low_S54	hypothetical protein [Streptococcus marmotae]	FP	other
CP001810.1-10544202/1	synthetic_stool_low_S54	inner-membrane translocator [Butyrivibrio sp. VCD2006]	FP	other
CP001810.1-5462548/2	synthetic_stool_low_S54	acyltransferase [Butyrivibrio proteoclasticus]	FP	other
CP000728.1-14949450/2	synthetic_stool_low_S54	GntR family transcriptional regulator, partial [Clostridium butyricum]	FP	other
CP000728.1-12750340/1	synthetic_stool_low_S54	MULTISPECIES: PLP-dependent aminotransferase family protein [Clostridium]	FP	other
CP000728.1-7974174/2	synthetic_stool_low_S54	tetratricopeptide repeat protein, partial [Clostridium botulinum]	FP	other
CP000728.1-7948712/2	synthetic_stool_low_S54	TPR domain-containing protein [Clostridium botulinum B str. Osaka05]	FP	other
CP000728.1-6284336/2	synthetic_stool_low_S54	PLP-dependent aminotransferase family protein, partial [Clostridium botulinum]	FP	other
CP000728.1-4037430/2	synthetic_stool_low_S54	PLP-dependent aminotransferase family protein, partial [Clostridium botulinum]	FP	other
CP000728.1-3536390/2	synthetic_stool_low_S54	PLP-dependent aminotransferase family protein, partial [Clostridium botulinum]	FP	other
CP000728.1-1950004/2	synthetic_stool_low_S54	tetratricopeptide repeat protein, partial [Clostridium botulinum]	FP	other
CP000728.1-195508/1	synthetic_stool_low_S54	PLP-dependent aminotransferase family protein, partial [Clostridium botulinum]	FP	other
CP000728.1-36370/1	synthetic_stool_low_S54	tetratricopeptide repeat protein, partial [Clostridium botulinum]	FP	other
CP003157.1-382008/2	synthetic_stool_low_S54	serine/threonine protein kinase [Lactococcus lactis subsp. cremoris HP]	FP	other
CP003157.1-63322/1	synthetic_stool_low_S54	serine/threonine protein kinase [Lactococcus lactis subsp. cremoris HP]	FP	other
CP013377.1-8618/1	synthetic_stool_low_S46	DUF707 domain-containing protein [Candidatus Thiosymbion oneisti]	FP	other
CP006903.1-72289946/2	synthetic_stool_low_S46	MFS transporter [Clostridium botulinum]	FP	other
CP006903.1-68706468/1	synthetic_stool_low_S46	MFS transporter [Clostridium botulinum]	FP	other
CP006903.1-66277642/2	synthetic_stool_low_S46	MFS transporter [Clostridium botulinum]	FP	other
CP006903.1-61813436/2	synthetic_stool_low_S46	MFS transporter [Clostridium botulinum]	FP	other
CP006903.1-58191748/2	synthetic_stool_low_S46	MFS transporter [Clostridium botulinum]	FP	other
CP006903.1-56879516/1	synthetic_stool_low_S46	MFS transporter [Clostridium botulinum]	FP	other
CP006903.1-48171938/2	synthetic_stool_low_S46	MFS transporter [Clostridium botulinum]	FP	other
CP006903.1-47360866/1	synthetic_stool_low_S46	MFS transporter [Clostridium botulinum]	FP	other
CP006903.1-46134710/1	synthetic_stool_low_S46	tetratricopeptide repeat protein [Clostridium botulinum]	FP	other
CP006903.1-43857100/1	synthetic_stool_low_S46	MFS transporter [Clostridium botulinum]	FP	other
CP006903.1-33167164/1	synthetic_stool_low_S46	MFS transporter [Clostridium botulinum]	FP	other
CP006903.1-24958392/2	synthetic_stool_low_S46	MFS transporter [Clostridium botulinum]	FP	other
CP006903.1-14163740/2	synthetic_stool_low_S46	MFS transporter [Clostridium botulinum]	FP	other
CP006903.1-7734756/1	synthetic_stool_low_S46	MFS transporter [Clostridium botulinum]	FP	other
CP006903.1-6486846/2	synthetic_stool_low_S46	MFS transporter [Clostridium botulinum]	FP	other
AP012292.1-823554/2	synthetic_stool_low_S46	glutamate synthase [Selenomonas ruminantium]	FP	other
CP001834.1-362648/2	synthetic_stool_low_S46	Nisin biosynthesis protein NisC [Lactococcus lactis subsp. lactis]	FP	lantibiotic_genome
CP011997.1-313236/1	synthetic_stool_low_S50	ribonuclease Z [Ralstonia solanacearum SD54]	FP	other
CP001733.2-7277920/2	synthetic_stool_low_S50	hybrid sensor histidine kinase/response regulator [Aggregatibacter actinomycetemcomitans]	FP	other
CP001733.2-5078140/2	synthetic_stool_low_S50	response regulator [Aggregatibacter kilianii]	FP	other
LT546645.1-1796898/2	synthetic_stool_low_S50	potassium uptake protein [Bordetella trematum]	FP	other
LT546645.1-152924/1	synthetic_stool_low_S50	potassium uptake protein [Bordetella trematum]	FP	other
AM180355.1-35222/1	synthetic_stool_low_S50	NlpC/P60 family protein [Clostridioides difficile]	FP	other
LN774769.1-27260834/2	synthetic_stool_low_S50	acetylesterase [Lactococcus piscium]	FP	other
LN774769.1-690848/2	synthetic_stool_low_S50	glutamate racemase [Lactococcus piscium]	FP	other
CP004121.1-2767126/1	synthetic_stool_low_S50	glycoside hydrolase family 127 protein [Clostridium saccharoperbutylacetonicum]	FP	other
CP004121.1-1758830/2	synthetic_stool_low_S50	tetratricopeptide repeat protein [Clostridium saccharoperbutylacetonicum]	FP	other
CP004121.1-308908/1	synthetic_stool_low_S50	galactose/methyl galactoside ABC transporter permease MglC [Clostridium saccharoperbutylacetonicum]	FP	other
AE017285.1-106554/2	synthetic_stool_low_S23	pyruvate, phosphate dikinase [Desulfovibrio vulgaris]	FP	other
CP000939.1-10814334/2	synthetic_stool_low_S23	PLP-dependent aminotransferase family protein [Clostridium botulinum]	FP	other
CP000939.1-10648204/2	synthetic_stool_low_S23	PLP-dependent aminotransferase family protein [Clostridium botulinum]	FP	other
CP000939.1-8232768/1	synthetic_stool_low_S23	tetratricopeptide repeat protein [Clostridium botulinum]	FP	other
CP000939.1-7050562/1	synthetic_stool_low_S23	hypothetical protein [Clostridium botulinum]	FP	other
CP000939.1-2302718/1	synthetic_stool_low_S23	PLP-dependent aminotransferase family protein [Clostridium botulinum]	FP	other
AM180355.1-867852/1	synthetic_stool_low_S23	nlpC/P60 family protein [Clostridioides difficile CD49]	FP	other
AM180355.1-549434/2	synthetic_stool_low_S23	cell wall hydrolase [Clostridioides difficile]	FP	other
AM180355.1-510916/1	synthetic_stool_low_S23	peptidase P60, partial [Clostridioides difficile]	FP	other
AM180355.1-12196/2	synthetic_stool_low_S23	peptidase P60, partial [Clostridioides difficile]	FP	other
CP000728.1-238454/1	synthetic_stool_low_S23	PLP-dependent aminotransferase family protein, partial [Clostridium botulinum]	FP	other
CP009321.1-7530/2	synthetic_stool_low_S23	glycoside hydrolase [Burkholderia gladioli]	FP	other
CP000673.1-2514576/1	synthetic_stool_low_S23	hypothetical protein [Clostridium kluyveri]	FP	other
CP000673.1-1817880/1	synthetic_stool_low_S23	hypothetical protein [Clostridium kluyveri]	FP	other
CP000673.1-494648/1	synthetic_stool_low_S23	hypothetical protein [Clostridium kluyveri]	FP	other
AM180355.1-11050/2	synthetic_stool_low_S65	hypothetical protein QQ3_3481 [Clostridioides difficile Y266]	FP	other
CP015196.1-6134742/1	synthetic_stool_low_S65	hypothetical protein [Streptococcus marmotae]	FP	other
CP015196.1-5982108/2	synthetic_stool_low_S65	hypothetical protein [Streptococcus marmotae]	FP	other
CP015196.1-5749864/2	synthetic_stool_low_S65	hypothetical protein [Streptococcus marmotae]	FP	other
CP015196.1-5122180/1	synthetic_stool_low_S65	hypothetical protein [Streptococcus marmotae]	FP	other
CP015196.1-3941628/2	synthetic_stool_low_S65	kinase [Streptococcus marmotae]	FP	other
CP015196.1-3569838/2	synthetic_stool_low_S65	hypothetical protein [Streptococcus marmotae]	FP	other
CP015196.1-3402038/1	synthetic_stool_low_S65	hypothetical protein [Streptococcus marmotae]	FP	other
CP015196.1-2529740/1	synthetic_stool_low_S65	hypothetical protein [Streptococcus marmotae]	FP	other
CP015196.1-1392868/2	synthetic_stool_low_S65	hypothetical protein [Streptococcus marmotae]	FP	other
CP015196.1-278342/2	synthetic_stool_low_S65	kinase [Streptococcus marmotae]	FP	other
CR626927.1-10096924/2	synthetic_stool_low_S65	putative membrane domain protein, partial [Bacteroides fragilis str. 2-F-2 #7]	FP	other
CP002297.1-11533196/2	synthetic_stool_low_S65	hypothetical protein [Desulfovibrio vulgaris]	FP	other
CP002297.1-11196970/1	synthetic_stool_low_S65	pyruvate, phosphate dikinase [Desulfovibrio vulgaris]	FP	other
CP002297.1-9024990/2	synthetic_stool_low_S65	amino acid ABC transporter ATP-binding protein [Desulfovibrio termitidis]	FP	other
CP002297.1-8484184/2	synthetic_stool_low_S65	tetratricopeptide repeat protein [Desulfovibrio vulgaris]	FP	other
CP002297.1-6551914/2	synthetic_stool_low_S65	hypothetical protein [Desulfovibrio vulgaris]	FP	other
CP002297.1-4217512/1	synthetic_stool_low_S65	response regulator receiver modulated metal dependent phosphohydrolase [Desulfovibrio vulgaris RCH1]	FP	other
CP002297.1-1852514/2	synthetic_stool_low_S65	hypothetical protein [Desulfovibrio vulgaris]	FP	other
CP002297.1-1783932/1	synthetic_stool_low_S65	hypothetical protein [Desulfovibrio vulgaris]	FP	other
CP002297.1-103046/2	synthetic_stool_low_S65	pyruvate, phosphate dikinase [Desulfovibrio vulgaris]	FP	other
gi|640931917|gb|JJOH01000033.1|-45732/2	synthetic_stool_low_S65	carbon monoxide dehydrogenase [Streptomyces viridochromogenes]	FP	other
CP014148.1-2029810/2	synthetic_stool_low_S12	hypothetical protein T257_3158 [Clostridium botulinum CDC_297]	FP	other
AP013058.1-7556/2	synthetic_stool_low_S12	UDP-N-acetylmuramate dehydrogenase [Burkholderia insecticola]	FP	other
CP009321.1-72062/2	synthetic_stool_low_S12	glycoside hydrolase [Burkholderia gladioli]	FP	other
CP015196.1-82292/2	synthetic_stool_low_S12	kinase [Streptococcus marmotae]	FP	other
CP016172.1-44188988/1	synthetic_stool_low_S12	META domain-containing protein [Bordetella flabilis]	FP	other
CP016172.1-44152654/1	synthetic_stool_low_S12	META domain-containing protein [Bordetella flabilis]	FP	other
CP016172.1-44134086/2	synthetic_stool_low_S12	NADP-dependent oxidoreductase [Methylobacterium sp. WSM2598]	FP	other
CP016172.1-43953536/1	synthetic_stool_low_S12	META domain-containing protein [Bordetella flabilis]	FP	other
CP016172.1-43670464/2	synthetic_stool_low_S12	META domain-containing protein [Bordetella flabilis]	FP	other
CP016172.1-43584260/1	synthetic_stool_low_S12	META domain-containing protein [Bordetella flabilis]	FP	other
CP016172.1-43576236/2	synthetic_stool_low_S12	NADP-dependent oxidoreductase [Methylobacterium sp. WSM2598]	FP	other
CP016172.1-42850914/2	synthetic_stool_low_S12	META domain-containing protein [Bordetella flabilis]	FP	other
CP016172.1-42806686/1	synthetic_stool_low_S12	NADP-dependent oxidoreductase [Methylobacterium sp. WSM2598]	FP	other
CP016172.1-42702094/2	synthetic_stool_low_S12	bifunctional UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase MurE/UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase MurF [Bordetella flabilis]	FP	other
CP016172.1-42649768/1	synthetic_stool_low_S12	META domain-containing protein [Bordetella flabilis]	FP	other
CP016172.1-41975654/1	synthetic_stool_low_S12	META domain-containing protein [Bordetella flabilis]	FP	other
CP016172.1-41880022/1	synthetic_stool_low_S12	META domain-containing protein [Bordetella flabilis]	FP	other
CP016172.1-40543550/2	synthetic_stool_low_S12	META domain-containing protein [Bordetella flabilis]	FP	other
CP016172.1-40406546/2	synthetic_stool_low_S12	META domain-containing protein [Bordetella flabilis]	FP	other
CP016172.1-40227188/2	synthetic_stool_low_S12	CoA transferase [Bordetella flabilis]	FP	other
CP016172.1-38407992/1	synthetic_stool_low_S12	META domain-containing protein [Bordetella flabilis]	FP	other
CP016172.1-36859724/2	synthetic_stool_low_S12	META domain-containing protein [Bordetella flabilis]	FP	other
CP016172.1-35963618/2	synthetic_stool_low_S12	NADP-dependent oxidoreductase [Methylobacterium sp. WSM2598]	FP	other
CP016172.1-33247088/1	synthetic_stool_low_S12	hypothetical protein BAU07_23790 [Bordetella flabilis]	FP	other
CP016172.1-32772966/2	synthetic_stool_low_S12	NADP-dependent oxidoreductase [Caballeronia glathei]	FP	other
CP016172.1-32201540/1	synthetic_stool_low_S12	CoA transferase [Bordetella bronchialis]	FP	other
CP016172.1-30798808/2	synthetic_stool_low_S12	MULTISPECIES: branched-chain amino acid transaminase [Achromobacter]	FP	other
CP016172.1-29734342/2	synthetic_stool_low_S12	META domain-containing protein [Bordetella flabilis]	FP	other
CP016172.1-28954510/1	synthetic_stool_low_S12	NADP-dependent oxidoreductase [Bordetella flabilis]	FP	other
CP016172.1-27824370/1	synthetic_stool_low_S12	CoA transferase [Bordetella flabilis]	FP	other
CP016172.1-26647858/1	synthetic_stool_low_S12	class I SAM-dependent methyltransferase [Mesorhizobium sp. WSM3626]	FP	other
CP016172.1-25427724/1	synthetic_stool_low_S12	NADP-dependent oxidoreductase [Caballeronia glathei]	FP	other
CP016172.1-24802928/2	synthetic_stool_low_S12	LysM peptidoglycan-binding domain-containing protein [Bordetella flabilis]	FP	other
CP016172.1-24746660/2	synthetic_stool_low_S12	META domain-containing protein [Bordetella flabilis]	FP	other
CP016172.1-20826722/2	synthetic_stool_low_S12	bifunctional UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase MurE/UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase MurF [Bordetella flabilis]	FP	other
CP016172.1-20821416/2	synthetic_stool_low_S12	META domain-containing protein [Bordetella flabilis]	FP	other
CP016172.1-17188982/1	synthetic_stool_low_S12	META domain-containing protein [Bordetella flabilis]	FP	other
CP016172.1-16081492/2	synthetic_stool_low_S12	META domain-containing protein [Bordetella flabilis]	FP	other
CP016172.1-12737088/2	synthetic_stool_low_S12	CoA transferase [Bordetella flabilis]	FP	other
CP016172.1-11277502/1	synthetic_stool_low_S12	CoA transferase [Bordetella genomosp. 1]	FP	other
CP016172.1-10797262/2	synthetic_stool_low_S12	hypothetical protein BAU07_23790 [Bordetella flabilis]	FP	other
CP016172.1-10488554/1	synthetic_stool_low_S12	hypothetical protein BAU07_23790 [Bordetella flabilis]	FP	other
CP016172.1-10232330/2	synthetic_stool_low_S12	META domain-containing protein [Bordetella flabilis]	FP	other
CP016172.1-10146668/2	synthetic_stool_low_S12	META domain-containing protein [Bordetella flabilis]	FP	other
CP016172.1-9628696/1	synthetic_stool_low_S12	sensor histidine kinase [Bordetella flabilis]	FP	other
CP016172.1-9461258/2	synthetic_stool_low_S12	NADP-dependent oxidoreductase [Methylobacterium sp. WSM2598]	FP	other
CP016172.1-6323024/2	synthetic_stool_low_S12	META domain-containing protein [Bordetella flabilis]	FP	other
CP016172.1-6192044/2	synthetic_stool_low_S12	sensor histidine kinase [Bordetella flabilis]	FP	other
CP016172.1-5568114/2	synthetic_stool_low_S12	META domain-containing protein [Bordetella flabilis]	FP	other
CP016172.1-4149738/2	synthetic_stool_low_S12	SDR family oxidoreductase [Bordetella flabilis]	FP	other
CP016172.1-3538208/2	synthetic_stool_low_S12	META domain-containing protein [Bordetella flabilis]	FP	other
CP016172.1-2720248/2	synthetic_stool_low_S12	tricarboxylate transporter [Bordetella flabilis]	FP	other
CP016172.1-1310864/2	synthetic_stool_low_S12	NADP-dependent oxidoreductase [Bordetella flabilis]	FP	other
AM180355.1-98864/1	synthetic_stool_low_S12	NlpC/P60 family protein [[Clostridium] bolteae]	FP	other
LT546645.1-1759818/1	synthetic_stool_low_S12	potassium uptake protein [Bordetella trematum]	FP	other
LT546645.1-934208/1	synthetic_stool_low_S12	potassium uptake protein [Bordetella trematum]	FP	other
LT546645.1-679614/2	synthetic_stool_low_S12	potassium uptake protein [Bordetella trematum]	FP	other
LT546645.1-279830/1	synthetic_stool_low_S12	potassium uptake protein [Bordetella trematum]	FP	other
AE017285.1-22046/2	synthetic_stool_low_S12	amino acid ABC transporter ATP-binding protein [Desulfovibrio vulgaris]	FP	other
AP012292.1-4144228/2	synthetic_stool_low_S12	hypothetical protein [Selenomonas ruminantium]	FP	other
AP012292.1-1603152/2	synthetic_stool_low_S12	hypothetical protein [Selenomonas ruminantium]	FP	other
AE015928.1-2907924/1	synthetic_stool_low_S12	hypothetical protein [Bacteroides sp. AR20]	FP	other
AE015928.1-2095710/1	synthetic_stool_low_S12	MULTISPECIES: NADH-quinone oxidoreductase subunit L [Bacteroides]	FP	other
CP000468.1-2391430/1	synthetic_stool_high_S59	hydrolase serine protease transmembrane subunit K protein [Escherichia coli DEC1D]	FP	other
CP000468.1-1891462/2	synthetic_stool_high_S59	sulfurtransferase, partial [Escherichia coli]	FP	other
CP000468.1-1491562/1	synthetic_stool_high_S59	sulfurtransferase, partial [Escherichia coli]	FP	other
CP000468.1-263216/1	synthetic_stool_high_S59	sulfurtransferase, partial [Escherichia coli]	FP	other
CP012480.1-515022/2	synthetic_stool_high_S59	MATE efflux family protein [Streptococcus agalactiae COH1]	FP	other
CP000527.1-531080/2	synthetic_stool_high_S59	AmmeMemoRadiSam system protein A [Desulfovibrio vulgaris]	FP	other
CP006908.1-1934028/2	synthetic_stool_high_S59	hypothetical protein [Clostridium botulinum]	FP	other
CP013378.1-4811384/1	synthetic_stool_high_S59	lysophospholipid transporter LplT [Burkholderia pseudomultivorans]	FP	other
CP013378.1-4778636/2	synthetic_stool_high_S59	MULTISPECIES: lysophospholipid transporter LplT [Burkholderia cepacia complex]	FP	other
CP013378.1-4612372/1	synthetic_stool_high_S59	MULTISPECIES: lysophospholipid transporter LplT [Burkholderia cepacia complex]	FP	other
CP013378.1-4429160/1	synthetic_stool_high_S59	MULTISPECIES: lysophospholipid transporter LplT [Burkholderia cepacia complex]	FP	other
CP013378.1-3805450/1	synthetic_stool_high_S59	MULTISPECIES: lysophospholipid transporter LplT [Burkholderia]	FP	other
CP013378.1-3761622/2	synthetic_stool_high_S59	lysophospholipid transporter LplT [Burkholderia pseudomultivorans]	FP	other
CP013378.1-2543734/2	synthetic_stool_high_S59	MULTISPECIES: lysophospholipid transporter LplT [Burkholderia cepacia complex]	FP	other
CP013378.1-1561268/1	synthetic_stool_high_S59	Lysophospholipid transporter LplT [Burkholderia cepacia]	FP	other
CP013378.1-210200/1	synthetic_stool_high_S59	MULTISPECIES: lysophospholipid transporter LplT [Burkholderia cepacia complex]	FP	other
CP013377.1-2896286/2	synthetic_stool_high_S59	major facilitator transporter [Burkholderia sp. TJI49]	FP	other
CP013377.1-2083504/1	synthetic_stool_high_S59	major facilitator transporter [Burkholderia sp. TJI49]	FP	other
CP013377.1-1166962/1	synthetic_stool_high_S59	sporulation domain-containing protein [Burkholderia sp. TJI49]	FP	other
CP013377.1-744020/2	synthetic_stool_high_S59	sporulation domain-containing protein [Burkholderia sp. TJI49]	FP	other
